class-name,perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external,is_controller,is_procedural,is_util,is_test,is_external
org.apache.cxf.ws.rm.persistence.jdbc.RMTxStore,MEDIUM,1078,0.51,14,0.52,9,30,0.35,7,14,3,4,3,0.42,1,2,1,0,1,2,2,1,1,1,0,53,102,21,0.29,43,0.15,0.99,74,12,8,8,7,8,12,12,9,5,7,1,10,9,10,3,3,6,5,1,12,10,11,0,7,1,12,0,7,8,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.rm.persistence.jdbc.RMTxStoreTestBase,MEDIUM,1087,0.39,8,0.5,10,31,0.31,5,19,3,4,6,0.53,2,1,0,0,0,2,1,0,2,2,0,65,32,52,0.84,16,0.19,0.23,39,4,11,10,1,12,6,9,5,8,0,10,3,8,10,4,3,4,6,11,3,10,3,9,12,10,0,8,12,4,5,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.cxf.ws.rm.RMEndpoint,MEDIUM,912,0.32,16,0.46,11,33,0.45,3,17,5,1,5,0.5,3,3,1,0,2,0,1,0,0,0,2,104,108,45,0.22,23,0.82,0.27,37,2,12,10,12,8,7,12,12,10,2,7,2,7,12,9,1,0,7,10,5,3,4,8,11,12,0,2,7,10,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.rm.RMManager,MEDIUM,933,0.34,13,0.49,10,33,0.43,6,22,3,3,5,0.51,0,6,1,2,0,1,2,0,1,1,1,89,78,19,0.38,20,0.13,0.08,44,8,6,2,0,2,6,6,12,11,1,10,11,3,10,0,7,7,2,2,4,11,9,1,5,0,6,11,3,7,7,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.rm.RMManagerTest,MEDIUM,1008,0.44,20,0.53,8,30,0.36,5,22,4,1,5,0.49,1,5,0,2,1,2,1,0,0,1,2,74,99,43,0.44,35,0.95,0.78,34,9,1,6,7,8,10,3,12,3,10,7,2,11,0,4,10,5,4,11,7,2,12,11,2,4,9,12,5,9,6,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
org.apache.cxf.ws.rm.soap.RetransmissionQueueImpl,MEDIUM,1069,0.43,9,0.43,6,31,0.44,6,21,4,3,6,0.54,2,2,2,0,2,1,0,2,0,1,1,42,50,13,0.77,39,0.91,0.47,54,0,4,2,3,8,12,0,3,5,8,12,1,10,5,9,4,4,11,7,10,10,2,7,8,3,7,11,3,12,9,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.rm.VersionTransformer,MEDIUM,926,0.39,18,0.49,5,31,0.42,4,24,7,3,3,0.51,0,0,1,1,0,2,0,1,0,2,0,107,27,21,0.07,34,0.08,0.03,41,1,9,12,4,1,1,2,8,7,12,12,11,3,2,6,4,6,3,2,0,2,2,10,4,1,8,12,6,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.security.trust.AbstractSTSClient,MEDIUM,979,0.46,9,0.53,7,25,0.45,7,24,7,2,3,0.55,0,1,2,1,2,0,2,2,0,1,0,60,78,51,0.81,46,0.68,0.76,31,10,7,5,7,5,11,10,7,4,0,8,12,7,1,9,3,12,12,9,3,10,6,8,4,8,8,2,7,0,11,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.security.wss4j.PolicyBasedWSS4JInInterceptor,MEDIUM,1088,0.43,16,0.48,8,28,0.3,10,38,3,4,3,0.46,3,1,1,2,1,0,2,0,0,0,2,63,54,19,0.3,22,0.09,0.31,89,9,8,5,4,0,3,5,5,12,7,9,0,7,5,2,0,6,8,8,1,9,3,11,2,1,11,7,8,4,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.security.wss4j.policyhandlers.AbstractBindingBuilder,MEDIUM,1011,0.37,17,0.43,7,34,0.32,1,4,5,1,6,0.42,2,1,0,2,1,1,1,0,0,0,1,68,55,11,0.9,26,0.16,0.34,65,2,1,8,7,9,8,0,0,8,0,1,2,11,10,7,0,9,4,6,1,4,10,11,0,11,1,6,10,5,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.security.wss4j.policyhandlers.AbstractStaxBindingHandler,MEDIUM,1108,0.39,21,0.44,5,33,0.39,3,25,6,2,6,0.52,0,2,0,1,2,2,0,1,2,1,1,52,44,42,0.37,41,0.06,0.08,40,11,10,5,10,11,2,8,3,3,10,7,7,1,8,9,3,1,12,12,12,9,6,3,5,12,12,4,9,2,12,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.security.wss4j.policyvalidators.AbstractSupportingTokenPolicyValidator,MEDIUM,901,0.31,8,0.45,7,34,0.44,3,17,4,4,3,0.45,2,6,0,1,1,1,0,1,0,2,1,56,87,26,0.36,8,0.93,0.34,1,7,12,6,11,6,7,12,1,4,10,2,10,10,11,9,3,3,6,9,10,2,12,10,5,9,5,11,7,5,7,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.ws.security.wss4j.StaxRoundTripTest,MEDIUM,899,0.58,9,0.5,10,32,0.45,5,22,6,1,6,0.43,0,3,1,0,1,2,1,0,1,2,0,29,54,26,0.87,49,0.86,0.86,18,10,3,12,4,3,3,5,2,8,9,9,0,11,0,7,8,6,6,5,0,10,6,1,1,2,2,0,6,2,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.cxf.ws.security.wss4j.StaxToDOMRoundTripTest,MEDIUM,1106,0.49,18,0.45,7,29,0.38,4,14,6,2,3,0.45,1,3,2,1,0,2,1,2,1,0,2,72,62,14,0.98,1,0.32,0.24,94,6,7,4,2,5,12,1,6,7,5,7,9,12,9,12,5,5,9,9,10,12,11,5,5,10,2,9,6,8,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.cxf.ws.security.wss4j.WSS4JInInterceptor,MEDIUM,979,0.41,7,0.55,9,31,0.43,6,25,6,4,6,0.4,3,7,1,2,2,1,1,2,0,0,1,95,86,22,0.65,2,0.98,0.83,31,11,9,4,4,2,7,6,10,9,12,11,11,0,6,7,5,11,7,0,10,11,3,10,6,1,4,8,4,4,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.wsdl.service.factory.ReflectionServiceFactoryBean,MEDIUM,923,0.32,15,0.46,11,28,0.34,3,19,6,1,6,0.48,0,10,0,0,0,0,0,0,0,2,2,80,87,16,0.96,30,0.86,0.46,75,8,9,2,3,9,1,0,2,11,10,8,3,12,4,2,4,12,8,0,1,11,8,5,0,5,0,1,12,6,9,12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
org.apache.cxf.wsdl11.ServiceWSDLBuilder,MEDIUM,906,0.51,14,0.49,9,33,0.33,3,18,6,1,3,0.55,2,9,0,0,1,2,1,1,0,1,2,41,75,45,0.28,23,0.48,0.15,50,4,7,4,5,1,0,7,12,11,1,0,9,7,9,0,12,0,8,1,1,12,1,5,8,9,9,8,6,3,9,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.wsdl11.WSDLServiceBuilder,MEDIUM,1086,0.5,15,0.42,5,33,0.32,6,24,6,2,6,0.48,0,7,2,0,2,0,1,1,2,2,2,55,57,32,0.58,31,0.92,0.52,99,3,1,2,8,2,0,12,9,4,5,11,2,2,9,0,1,8,8,6,5,12,8,8,9,0,6,9,7,3,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.cxf.wsdl11.WSDLServiceBuilderTest,MEDIUM,1043,0.45,10,0.54,9,33,0.35,6,14,5,3,3,0.46,2,1,2,0,1,1,2,2,1,2,2,29,96,27,0.65,48,0.94,0.27,66,9,2,5,0,11,1,4,3,7,8,3,0,12,12,0,5,4,4,4,6,1,3,2,9,10,9,7,12,9,12,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.api.security.user.GroupTest,SEVERE,1074,0.47,11,0.42,5,29,0.43,5,33,7,4,5,0.45,3,5,2,1,1,2,0,2,1,0,1,95,25,4,0.07,54,0.54,0.88,93,8,0,7,12,6,11,5,9,9,8,6,3,11,11,10,4,5,9,3,0,0,1,8,2,4,11,9,1,2,0,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.api.security.user.UserManagerSearchTest,SEVERE,972,0.56,9,0.42,11,29,0.3,16,32,5,5,6,0.42,0,0,1,1,2,1,1,2,0,2,1,28,51,8,0.56,29,0.91,0.44,50,5,8,0,7,12,3,1,6,1,4,10,8,9,4,4,7,8,10,5,3,1,12,10,5,11,7,12,4,10,8,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.aws.ext.ds.S3Backend,SEVERE,1078,0.53,13,0.42,11,25,0.45,10,31,7,4,3,0.45,1,9,0,1,0,2,1,1,1,1,2,62,117,53,0.69,48,0.39,1,17,8,6,4,6,1,11,1,7,4,0,0,9,2,1,9,10,10,1,6,6,0,0,7,10,5,5,4,8,9,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.commons.AbstractNode,MEDIUM,908,0.63,12,0.46,9,34,0.3,7,23,4,4,5,0.5,3,4,0,1,1,0,2,2,0,1,2,63,96,54,0.69,49,0.53,0.33,35,2,10,1,9,10,5,5,7,2,4,2,5,4,6,2,3,12,1,12,0,3,4,11,1,12,12,10,8,11,0,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,MEDIUM,1069,0.48,19,0.5,10,33,0.34,3,22,7,2,6,0.49,2,3,0,1,2,0,2,1,1,2,1,79,68,51,0.1,36,0.7,0.86,70,8,2,3,1,7,5,2,5,11,0,12,5,5,10,2,9,11,7,9,1,10,3,9,0,2,10,1,3,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.commons.JcrUtils,MEDIUM,980,0.32,16,0.55,10,30,0.41,6,23,6,4,4,0.54,1,3,1,2,2,2,2,1,0,2,2,31,84,10,0.57,42,0.4,0.76,16,3,5,9,8,3,0,1,9,2,1,5,9,0,3,10,1,5,7,11,0,3,7,11,7,4,1,12,11,5,11,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.jackrabbit.commons.json.JsonParserTest,MEDIUM,923,0.5,11,0.41,5,29,0.41,6,18,4,2,6,0.53,3,3,0,0,1,0,0,1,2,1,1,39,62,24,0.54,51,0.06,0.25,87,4,12,5,11,2,1,11,2,9,9,6,3,12,7,3,2,7,0,0,9,8,4,1,11,11,0,8,4,2,11,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.commons.query.GQL,MEDIUM,954,0.55,21,0.55,11,34,0.31,6,16,5,2,6,0.43,3,1,0,2,1,0,0,2,2,1,1,32,92,51,0.47,41,0.81,0.22,14,3,6,7,8,1,1,0,1,1,4,11,0,0,10,6,4,7,5,10,3,2,11,10,11,10,8,1,0,4,6,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.commons.query.sql2.Parser,MEDIUM,932,0.5,12,0.47,10,33,0.41,0,8,4,0,6,0.44,0,8,1,1,2,2,1,0,1,0,0,101,102,15,0.75,44,0.47,0.82,22,0,3,4,12,12,1,3,8,5,5,5,1,11,0,12,9,3,6,9,4,2,3,10,3,7,12,12,7,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.BatchedItemOperations,SEVERE,933,0.41,9,0.46,5,31,0.31,0,7,4,1,3,0.4,3,1,1,2,0,0,2,0,0,1,0,110,81,17,0.11,9,0.34,0.44,84,4,8,4,2,4,7,7,3,6,4,4,11,10,5,4,9,7,4,4,11,7,4,1,10,10,12,3,5,1,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.CachingHierarchyManager,SEVERE,1077,0.48,11,0.54,11,34,0.31,9,40,6,5,3,0.46,2,9,0,1,1,2,2,2,1,1,2,100,50,6,0.28,36,0.74,0.04,43,2,0,2,10,8,10,1,10,10,11,9,7,4,9,12,8,8,3,12,5,10,11,3,1,0,1,8,6,7,0,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.cluster.ClusterNode,SEVERE,942,0.54,12,0.44,10,28,0.43,16,32,6,6,4,0.4,2,2,2,0,2,1,0,1,1,2,1,98,29,34,0.44,15,0.61,0.47,8,9,3,6,11,7,3,11,2,12,1,0,7,1,5,3,0,0,12,5,0,5,2,3,4,6,12,12,1,2,8,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.config.RepositoryConfig,SEVERE,908,0.44,20,0.44,10,32,0.34,7,34,4,3,3,0.48,1,10,2,0,0,0,2,2,1,1,2,34,99,45,0.54,37,0.13,0.27,80,5,5,10,6,1,4,10,11,5,12,6,3,1,1,1,1,3,8,7,8,1,11,3,7,9,7,0,8,3,6,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.config.RepositoryConfigurationParser,SEVERE,894,0.6,19,0.47,6,27,0.36,9,40,3,6,4,0.5,1,5,2,2,0,2,1,2,1,0,2,80,52,23,0.1,52,0.6,0.23,29,0,9,0,11,12,9,0,1,8,7,8,11,6,6,7,0,11,7,8,10,8,1,1,6,8,0,2,4,9,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.data.CachingDataStore,MEDIUM,986,0.58,15,0.45,9,28,0.44,5,16,3,1,3,0.51,2,9,2,1,2,2,2,0,0,0,0,104,96,32,0.54,29,1,0.56,46,5,9,8,7,6,10,12,6,6,10,7,11,2,5,9,3,11,4,2,11,8,0,0,4,10,0,4,11,6,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.data.db.DbDataStore,MEDIUM,1016,0.36,14,0.5,10,30,0.43,5,14,3,3,6,0.52,2,6,1,1,1,2,2,1,2,2,0,104,56,43,0.12,44,0.28,0.45,38,8,4,11,11,9,5,9,6,10,4,6,10,8,0,2,6,3,10,4,12,12,10,8,12,2,12,11,9,8,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.data.MultiDataStore,MEDIUM,993,0.49,15,0.54,8,25,0.31,5,14,4,3,6,0.44,2,9,0,2,0,1,2,2,0,2,2,48,74,48,0.66,50,0.04,0.79,95,8,11,5,5,10,10,0,6,11,1,2,3,5,5,11,2,2,6,0,9,1,9,5,7,4,12,6,4,11,0,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.data.TestCaseBase,MEDIUM,996,0.54,10,0.42,5,32,0.31,7,21,4,4,4,0.41,3,3,0,1,0,0,2,1,1,1,2,54,72,12,0.77,6,0.48,0.23,63,3,9,7,6,7,12,4,12,1,0,8,3,1,6,1,7,12,0,6,12,11,12,10,6,3,8,11,2,12,0,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,SEVERE,989,0.5,17,0.41,8,28,0.45,12,42,4,4,5,0.47,2,5,0,2,1,2,2,0,1,2,2,120,91,16,0.09,53,0.42,0.83,25,10,11,0,6,0,6,1,0,7,5,8,11,2,2,5,10,9,5,3,6,11,0,8,2,6,10,10,0,5,11,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.HierarchyManagerImpl,SEVERE,1027,0.39,14,0.51,9,32,0.36,14,30,6,5,5,0.45,3,10,0,1,2,1,1,1,2,2,0,74,104,36,0.91,17,0.55,0.17,60,3,1,2,2,3,0,11,12,0,4,1,2,12,8,8,1,5,3,0,12,7,8,10,10,0,6,5,0,3,11,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.ItemManager,SEVERE,910,0.56,21,0.41,10,25,0.45,16,32,7,4,5,0.47,3,2,0,2,1,0,0,1,1,0,1,92,100,0,0.22,28,0.42,0.29,39,4,8,8,9,3,4,5,3,8,0,10,10,0,11,4,8,4,12,9,10,0,8,5,7,2,12,1,12,1,4,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.journal.DatabaseJournal,SEVERE,1088,0.56,21,0.45,9,33,0.35,6,18,7,3,5,0.5,2,7,2,1,1,2,0,2,0,0,0,26,85,18,0.45,17,0.12,0.23,60,11,7,2,4,0,3,11,3,1,2,11,0,2,4,4,10,5,1,10,7,1,3,7,1,5,1,5,11,12,11,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.lock.LockManagerImpl,SEVERE,1055,0.37,19,0.46,7,29,0.43,9,32,6,5,6,0.47,0,9,2,2,0,1,1,1,0,1,2,120,81,9,0.67,40,0.02,0.77,42,0,4,3,11,9,6,3,0,2,9,2,10,12,11,11,7,3,10,2,5,5,8,3,10,12,0,4,1,2,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.NodeImpl,SEVERE,1041,0.37,21,0.42,10,29,0.43,8,35,6,4,4,0.55,0,0,2,0,1,2,0,2,2,1,2,46,58,14,0.67,14,0.63,0.57,92,5,10,7,12,4,3,7,6,12,9,4,2,1,11,7,12,2,5,6,9,4,5,7,4,6,4,5,1,7,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.nodetype.EffectiveNodeType,SEVERE,1041,0.42,17,0.41,11,34,0.42,8,35,5,4,4,0.55,1,6,1,2,2,2,0,2,1,1,1,88,106,6,0.08,1,0.36,0.55,94,4,2,2,7,8,9,9,1,7,10,9,3,7,12,2,9,6,2,9,10,3,3,9,9,6,9,9,10,10,0,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,SEVERE,953,0.6,16,0.43,5,31,0.4,14,38,3,4,3,0.43,1,6,0,2,2,1,0,1,0,0,2,107,55,18,0.39,0,0.21,0.38,2,10,1,7,9,6,7,10,5,10,3,0,12,2,3,8,3,3,4,2,1,8,2,4,11,1,0,10,11,1,11,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.nodetype.xml.TestAll,SEVERE,941,0.63,19,0.52,9,33,0.45,5,41,4,6,5,0.48,3,9,2,1,1,0,0,1,1,2,0,40,85,34,0.05,38,0.36,0.21,49,5,6,3,4,10,0,12,11,10,2,7,7,3,10,9,5,10,4,5,2,11,5,7,10,5,12,0,11,12,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.core.observation.EventState,SEVERE,937,0.44,8,0.42,8,28,0.33,12,35,5,4,4,0.43,3,2,2,0,0,0,0,2,1,1,2,63,77,8,0.58,49,0.82,0.73,100,6,4,10,10,8,5,2,3,7,4,6,0,8,8,10,5,9,11,11,2,9,0,11,0,3,0,3,3,5,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.observation.EventStateCollection,SEVERE,1095,0.32,9,0.5,7,27,0.33,5,38,5,5,5,0.44,1,0,2,0,2,1,0,1,1,1,1,66,55,28,0.04,16,0.82,0.38,34,12,4,6,9,4,11,12,1,2,11,9,9,3,12,12,11,9,6,1,8,3,12,1,7,4,3,1,7,10,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,SEVERE,922,0.55,11,0.55,10,30,0.36,5,15,5,3,6,0.45,0,4,1,2,1,1,1,1,2,0,1,66,112,3,0.67,26,0.91,0.1,80,1,11,7,7,4,6,8,0,4,6,7,11,10,6,1,6,10,9,8,9,3,9,5,4,3,11,12,9,11,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.bundle.ConsistencyCheckerImpl,SEVERE,902,0.64,8,0.55,11,30,0.34,0,3,5,0,3,0.46,1,3,0,0,0,1,1,1,0,0,2,71,67,35,0.14,32,0.77,0.34,58,7,1,2,3,8,11,2,2,3,0,8,10,4,9,3,2,2,12,6,0,0,7,4,0,12,10,9,6,1,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,SEVERE,1038,0.41,21,0.41,8,32,0.37,7,22,7,4,4,0.44,2,10,0,0,0,0,0,1,0,2,0,100,104,42,0.4,4,0.07,0.24,85,9,4,3,6,12,10,2,1,0,5,5,7,0,10,4,11,4,8,12,5,9,10,0,6,1,1,2,0,9,11,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,MEDIUM,1016,0.56,16,0.42,7,26,0.37,4,19,6,3,4,0.51,3,10,0,0,1,2,2,1,2,2,0,105,78,34,0.97,54,0.17,0.91,56,9,8,12,12,3,10,11,1,7,12,6,2,1,0,10,9,8,5,12,8,1,2,0,5,6,11,0,5,6,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.util.BundleReader,MEDIUM,1020,0.61,13,0.54,9,32,0.37,3,18,3,4,5,0.46,2,1,2,1,0,2,0,2,2,2,1,71,82,48,0.98,48,0.7,0.5,63,12,9,6,0,10,3,0,3,12,12,12,5,3,8,0,11,8,2,4,1,12,0,4,9,1,7,8,4,0,2,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.util.NodePropBundle,MEDIUM,964,0.63,11,0.52,9,26,0.32,6,14,3,3,5,0.54,1,4,1,0,0,2,0,0,2,0,0,52,51,36,0.22,53,0.87,0.09,33,5,10,5,6,9,6,10,8,3,1,5,5,0,4,6,8,9,3,6,8,6,3,7,9,10,8,1,7,6,10,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,MEDIUM,914,0.33,19,0.5,6,28,0.38,5,24,3,2,6,0.49,3,2,2,1,0,2,0,2,2,0,1,45,65,28,0.39,22,0.17,0.62,57,11,4,11,3,6,11,8,10,2,0,5,3,8,9,2,0,11,6,8,4,3,3,4,1,0,8,4,7,2,2,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.PropertyImpl,SEVERE,1043,0.43,12,0.52,7,26,0.33,7,38,7,3,5,0.44,0,6,2,1,1,2,0,2,2,1,0,119,80,41,0.49,33,0.25,0.06,43,6,12,12,4,9,8,0,9,11,1,11,4,4,3,9,11,9,11,9,8,11,9,10,7,6,1,11,10,6,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.AbstractIndex,MEDIUM,1056,0.47,19,0.5,10,30,0.33,6,24,5,2,5,0.48,2,1,1,0,0,2,0,1,0,0,0,102,46,54,0.03,4,0.59,0.98,87,2,2,4,2,3,7,6,3,9,12,10,5,6,7,12,0,10,11,3,0,2,2,10,8,6,10,5,0,4,6,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.CachingIndexReader,MEDIUM,949,0.31,8,0.5,8,33,0.34,7,22,5,2,6,0.53,0,0,0,2,1,0,1,1,0,1,0,97,45,6,0.9,35,0.57,0.63,89,12,6,2,5,8,11,3,12,3,1,4,1,3,8,11,3,4,5,12,3,1,2,2,9,8,0,3,5,4,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.ChildAxisQuery,MEDIUM,1108,0.37,19,0.53,9,29,0.37,5,17,7,3,6,0.55,1,0,2,0,0,0,1,2,0,0,2,102,98,42,0.12,21,0.55,0.74,63,1,3,4,1,0,11,6,0,6,3,8,6,6,0,7,0,7,7,1,3,3,6,4,0,8,8,1,5,2,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
