class-name,perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,NOPK_project
org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,NON-SEVERE,2793,0.37,21,0.65,6,58,0.29,8,170,6,1,10,0.73,0,0,0,1,0,0,1,1,0,6,2,8,8,1,1,0,0,1,2,8,20,0,147,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,204,11,1031,987,9065,28
org.apache.pig.backend.hadoop.hbase.HBaseStorage,NON-SEVERE,834,0.71,4,0.81,4,16,0.33,12,169,6,1,2,0.13,0,2,0,5,2,0,2,3,4,18,3,95,75,4,0.6,0,0.75,0.6,7,11,56,3,1645,81,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,128,16,1064,796,20892,18
org.apache.pig.Main,NON-SEVERE,2566,0.34,16,0.59,5,61,0.26,12,151,6,1,14,0.72,0,15,1,29,6,6,9,14,15,14,3,573,477,23,0.108374,0,0.952381,0.4,56,11,56,3,1645,81,0,0,10,5,0,1,1,1,14,0,0,25,0,4,0,0,0,29,0,0,0,0,29,14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,128,16,1064,796,20892,18
org.apache.pig.piggybank.evaluation.TestOver,NON-SEVERE,847,0.75,4,0.59,4,20,0.29,10,82,4,4,0,0.12,0,6,0,8,0,7,3,2,5,0,1,100,64,9,0.380952,0,0.885714,0.25,7,11,56,3,1645,81,0,0,2,3,0,0,0,0,5,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,128,16,1064,796,20892,18
org.apache.pig.piggybank.storage.avro.AvroStorage,NON-SEVERE,868,0.73,7,0.65,4,16,0.28,4,67,4,2,2,0.16,0,0,0,1,0,0,0,1,48,0,1,252,252,0,1,0,0,0,1,15,78,4,2309,96,0,48,0,0,0,48,48,48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,128,16,1064,796,20892,18
org.apache.pig.piggybank.storage.avro.AvroStorageUtils,NON-SEVERE,1625,0.14,20,0.56,5,34,0.27,2,213,3,1,12,0.83,0,0,0,1,0,0,0,1,14,0,1,83,83,0,1,0,0,0,1,12,58,0,3670,138,0,14,0,0,0,14,14,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,128,16,1064,796,20892,18
org.apache.pig.piggybank.test.storage.avro.TestAvroStorage,NON-SEVERE,2150,0.32,14,0.76,11,31,0.34,4,84,7,2,11,0.79,0,0,3,11,2,8,15,11,5,50,3,323,323,29,0.222222,0,0.96,0.875,49,4,16,0,323,16,0,1,0,4,0,1,1,1,4,0,0,7,0,4,0,0,0,11,0,0,0,0,11,10,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,118,11,1092,888,14175,16
org.apache.pig.PigServer,MEDIUM,1099,0.5,3,0.64,7,22,0.29,11,149,3,1,4,0.27,0,3,1,43,34,34,21,40,3,123,3,1400,1348,89,0.340244,0,0.944444,0.909091,249,14,161,1,3417,181,0,0,1,1,1,0,1,0,2,0,1,33,0,10,0,0,0,43,0,0,0,0,43,38,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,813,36,4551,3762,68127,28
org.apache.pig.pigunit.Cluster,MEDIUM,843,0.48,3,0.88,7,21,0.28,8,195,3,4,4,0.26,0,6,0,6,0,0,0,0,3,0,1,31,1,0,0.2,0,0.8,0,0,497,1562,8,24196,1857,0,0,0,0,3,0,0,0,3,0,0,6,0,0,1,0,0,7,0,0,0,0,7,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,813,36,4551,3762,68127,28
org.apache.pig.pigunit.MiniClusterRunner,MEDIUM,1077,0.65,7,0.59,8,23,0.34,7,191,6,3,3,0.49,0,5,0,7,1,0,0,2,5,14,3,63,20,0,0.3,0,1,0.285714,2,62,335,3,6239,404,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,813,36,4551,3762,68127,28
org.apache.pig.pigunit.pig.GruntParser,MEDIUM,813,0.53,4,0.68,7,26,0.32,9,98,3,3,4,0.29,5,46,13,154,0,20,36,108,47,0,1,2792,2378,80,0.272109,4,0.984425,0.620438,414,89,749,6,16063,950,0,8,20,17,2,0,9,0,38,0,9,129,3,20,2,0,0,154,1,0,0,1,153,105,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,813,36,4551,3762,68127,28
org.apache.pig.pigunit.pig.PigServer,MEDIUM,1021,0.51,4,0.55,10,24,0.25,9,87,4,2,3,0.43,3,18,3,55,0,19,21,37,25,0,1,1299,1179,51,0.439626,0,0.964444,0.627907,194,89,749,6,16063,950,0,0,23,0,2,0,0,0,25,0,0,43,5,0,7,0,0,55,0,0,0,0,55,36,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,813,36,4551,3762,68127,28
org.apache.pig.pigunit.PigTest,MEDIUM,1040,0.5,5,0.66,10,24,0.3,12,202,3,3,4,0.31,1,4,0,7,1,0,0,3,3,0,1,79,45,0,0.238095,0,0.777778,0.428571,3,6,16,0,467,20,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.junit.OrderedJUnit4Runner,MEDIUM,1105,0.53,7,0.6,10,19,0.27,3,130,4,1,3,0.46,0,4,0,5,0,0,0,1,4,0,1,63,35,0,0,0,1,0.2,1,14,40,0,1875,65,1,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L1,MEDIUM,872,0.5,7,0.78,9,14,0.29,5,146,4,2,4,0.31,1,10,0,11,0,0,0,1,5,0,1,117,47,0,0.111111,0,0.9,0.090909,1,29,75,0,5472,224,1,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L10,MEDIUM,933,0.32,5,0.64,11,27,0.31,5,85,5,2,6,0.46,0,9,6,30,0,15,25,21,14,129,6,2396,2297,46,0.073892,22,0.972906,0.607143,87,29,163,2,7792,230,0,2,12,0,0,1,4,1,10,0,3,26,1,3,0,0,0,30,5,0,0,5,25,21,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L11,MEDIUM,857,0.28,4,0.86,8,24,0.27,9,186,3,1,7,0.44,0,6,0,7,0,0,0,1,6,0,1,101,53,0,0,0,1,0.142857,1,29,163,2,7792,230,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L12,MEDIUM,851,0.55,6,0.85,10,21,0.26,11,62,4,3,5,0.49,1,6,0,8,0,0,1,2,6,5,2,48,18,1,0.2,2,1,0.181818,2,52,239,3,7639,261,0,3,3,0,0,3,3,3,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L13,MEDIUM,824,0.59,7,0.72,7,26,0.26,4,124,3,2,6,0.3,0,0,0,7,0,17,2,7,1,0,1,1217,1217,14,0.3,0,0.833333,1,167,52,239,3,7639,261,0,0,1,0,0,1,1,1,0,0,0,5,2,0,0,0,0,7,7,0,0,7,0,7,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L14,MEDIUM,1069,0.54,7,0.64,8,21,0.32,3,57,3,4,6,0.42,1,10,0,12,0,0,0,2,5,0,1,125,55,0,0.111111,0,0.909091,0.166667,2,12,40,0,1908,62,1,0,5,0,0,0,0,0,5,0,0,12,0,0,0,0,0,12,0,0,0,0,12,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L15,MEDIUM,835,0.66,5,0.86,10,14,0.32,8,123,5,3,6,0.35,0,6,0,7,0,0,0,1,6,0,1,91,49,0,0,0,1,0.142857,1,12,40,0,1908,62,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.pigmix.mapreduce.L16,NON-SEVERE,829,0.75,7,0.68,0,18,0.26,12,125,7,2,0,0.19,1,0,0,1,0,0,0,1,0,0,1,9,9,0,1,?,0,?,2,4,16,0,323,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,118,11,1092,888,14175,16
org.apache.pig.test.pigmix.mapreduce.L17,NON-SEVERE,851,0.4,4,0.85,6,15,0.28,6,163,3,4,4,0.36,1,10,0,12,0,1,2,2,5,0,1,97,42,2,0.163636,0,0.890909,0.166667,8,14,99,0,2120,114,0,0,0,0,5,0,0,0,5,0,0,12,0,0,0,0,0,12,1,0,0,1,11,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,118,11,1092,888,14175,16
org.apache.pig.test.pigmix.mapreduce.L2,NON-SEVERE,805,0.72,5,0.88,2,15,0.29,2,108,3,2,1,0.14,1,14,0,69,0,14,20,55,23,0,1,2133,1949,95,0.473994,0,0.941816,0.738462,293,16,271,10,4932,336,0,3,18,2,0,3,3,3,20,0,0,62,1,6,0,0,0,69,1,0,0,1,68,54,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,118,11,1092,888,14175,16
org.apache.pig.test.pigmix.mapreduce.L3,NON-SEVERE,1122,0.28,7,0.67,7,17,0.26,4,136,7,4,6,0.25,0,0,0,2,0,0,0,2,1,63,3,21,21,0,1,0,1,1,3,7,78,0,4403,88,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,110,25,1199,951,31037,9
org.apache.pig.test.pigmix.mapreduce.L4,NON-SEVERE,877,0.6,7,0.76,10,27,0.32,6,130,4,3,5,0.41,5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,0,0.896552,0.535714,202,7,78,0,4403,88,0,8,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,110,25,1199,951,31037,9
org.apache.pig.test.pigmix.mapreduce.L5,NON-SEVERE,850,0.2,5,0.86,11,23,0.26,10,198,5,2,6,0.51,3,7,0,15,?,0,1,8,13,?,2,263,155,1,0.032967,3,1,?,8,9,74,4,2503,131,0,0,0,8,5,0,5,0,8,0,5,15,0,0,0,0,2,13,0,0,0,0,15,7,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,110,25,1199,951,31037,9
org.apache.pig.test.pigmix.mapreduce.L6,NON-SEVERE,1038,0.52,5,0.85,10,17,0.32,11,77,6,3,5,0.44,0,16,0,17,0,0,0,1,8,0,1,97,1,0,0.066667,0,0.9375,0,1,5,49,1,1904,71,0,0,8,0,0,0,0,0,8,0,0,0,0,0,17,0,0,17,0,0,0,0,17,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,110,25,1199,951,31037,9
org.apache.pig.test.pigmix.mapreduce.L7,NON-SEVERE,835,0.75,5,0.86,2,14,0.27,4,81,7,4,2,0.15,0,0,0,13,2,3,3,13,5,3,2,218,218,3,0.755556,0,0.683333,1,51,6,38,0,752,38,0,0,5,0,0,0,1,0,4,0,1,11,2,0,0,0,0,13,2,0,0,2,11,12,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,132,23,1278,781,18243,16
org.apache.pig.test.pigmix.mapreduce.L8,NON-SEVERE,878,0.75,7,0.87,1,25,0.31,4,146,6,4,1,0.12,1,0,0,1,0,0,0,1,0,0,1,8,8,0,1,0,0,1,2,6,38,0,752,38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,132,23,1278,781,18243,16
org.apache.pig.test.pigmix.mapreduce.L9,NON-SEVERE,873,0.72,4,0.86,2,25,0.25,5,56,7,4,1,0.18,4,89,0,162,2,101,41,73,77,0,1,3129,2065,71,0.27739,0,0.984028,0.385714,344,9,190,13,4816,331,0,0,76,1,0,3,3,3,74,0,0,140,19,3,0,3,0,159,9,3,0,6,153,70,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,132,23,1278,781,18243,16
org.apache.pig.test.pigmix.mapreduce.Library,NON-SEVERE,916,0.75,5,0.62,3,29,0.28,11,73,7,4,2,0.1,0,40,0,41,1,1,0,1,20,0,1,380,380,0,0.029268,0,0.9725,0.02439,2,9,190,13,4816,331,0,0,20,0,0,0,0,0,20,0,0,42,0,0,0,0,0,42,0,0,0,0,42,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,132,23,1278,781,18243,16
org.apache.pig.test.pigmix.udf.PigPerformanceLoader,NON-SEVERE,889,0.7,3,0.88,2,30,0.28,6,117,4,4,0,0.16,1,6,0,6,0,0,0,0,3,0,1,61,61,0,0.333333,5,0.733333,0,0,28,62,0,3268,263,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,132,23,1278,781,18243,16
org.apache.pig.test.pigunit.pig.TestGruntParser,NON-SEVERE,1088,0.35,7,0.85,11,15,0.27,3,58,6,2,5,0.27,1,6,0,6,0,0,0,0,3,0,1,26,26,0,0.2,0,0.8,0,0,7,35,1,1379,52,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,132,23,1278,781,18243,16
org.apache.pig.test.pigunit.TestPigTest,NON-SEVERE,858,0.74,7,0.78,1,28,0.26,9,77,6,3,1,0.15,0,0,5,16,0,0,14,16,1,0,1,561,561,23,0.622222,0,0.866667,1,56,6,25,1,613,28,0,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,15,0,0,15,1,15,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestBuiltin,NON-SEVERE,907,0.7,6,0.88,0,28,0.27,10,57,5,1,1,0.1,1,7,0,10,0,0,1,3,4,0,1,90,21,2,0.133333,0,0.861111,0.3,3,17,102,6,2286,128,0,0,4,0,0,0,0,0,4,0,0,10,0,0,1,0,0,11,0,0,0,0,11,3,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestDataBag,NON-SEVERE,913,0.73,4,0.64,2,27,0.3,3,194,4,1,1,0.1,1,0,2,31,0,6,23,31,9,0,1,1142,1142,47,0.405797,0,0.811111,1,138,38,247,0,5146,397,0,0,8,0,1,7,3,3,2,4,0,24,6,0,1,0,0,31,0,0,0,0,31,30,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestEvalPipeline,NON-SEVERE,904,0.73,7,0.65,0,20,0.28,2,204,6,4,0,0.12,0,6,0,7,0,1,1,1,3,17,2,33,3,1,0.2,0,0.833333,0,1,38,247,0,5146,397,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestEvalPipeline2,NON-SEVERE,800,0.72,3,0.86,1,17,0.27,7,166,3,4,1,0.17,0,7,0,8,0,0,0,1,4,0,1,38,3,0,0.142857,0,0.892857,0,1,38,247,0,5146,397,0,0,4,0,0,0,0,0,4,0,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestEvalPipelineLocal,NON-SEVERE,827,0.74,5,0.68,0,27,0.33,4,158,4,1,1,0.13,0,11,0,12,0,1,0,1,6,0,1,56,1,0,0.090909,0,0.924242,0,1,38,247,0,5146,397,0,0,6,0,0,0,0,0,6,0,0,0,0,0,12,0,0,12,0,0,0,0,12,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestGrunt,NON-SEVERE,885,0.73,4,0.64,4,14,0.26,8,158,7,2,1,0.2,0,13,0,14,0,2,0,1,7,0,1,65,0,0,0.076923,0,0.934066,0,1,38,247,0,5146,397,0,0,7,0,0,0,0,0,7,0,0,0,0,0,14,0,0,14,0,0,0,0,14,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestHBaseStorage,NON-SEVERE,849,0.69,6,0.61,1,18,0.29,5,209,4,3,0,0.18,0,9,0,10,0,0,0,1,5,0,1,47,2,0,0.111111,0,0.911111,0,1,38,247,0,5146,397,0,0,5,0,0,0,0,0,5,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,121,31,1271,982,18172,10
org.apache.pig.test.TestLogicalPlanBuilder,NON-SEVERE,817,0.72,6,0.66,4,29,0.31,3,70,3,4,0,0.2,0,0,1,6,1,0,1,6,1,45,4,59,59,1,0,0,1,1,11,2,7,0,59,7,0,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,0,6,0,0,0,0,6,5,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,208,29,1302,1252,12103,15
org.apache.pig.test.TestMacroExpansion,NON-SEVERE,920,0.7,3,0.8,0,27,0.27,11,178,4,1,1,0.15,1,0,0,1,0,0,0,1,0,0,1,5,5,0,1,?,0,?,1,2,7,0,59,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,208,29,1302,1252,12103,15
org.apache.pig.test.TestMergeJoin,NON-SEVERE,895,0.73,7,0.74,1,19,0.34,12,179,6,1,1,0.13,0,2,0,17,2,51,7,15,22,0,1,695,616,18,0.722222,0,0.825893,0.75,165,4,37,0,1180,39,0,3,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,131,16,1404,1137,25747,12
org.apache.pig.test.TestMRCompiler,NON-SEVERE,893,0.74,4,0.86,2,28,0.34,12,210,3,3,0,0.16,0,0,0,8,1,13,4,8,5,0,1,125,125,8,0.5,0,0.892857,1,31,4,37,0,1180,39,0,0,0,0,5,3,0,0,2,3,0,5,3,0,0,0,0,8,0,0,0,0,8,6,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,131,16,1404,1137,25747,12
org.apache.pig.test.TestMultiQueryCompiler,NON-SEVERE,825,0.72,4,0.78,2,31,0.25,10,72,7,2,1,0.2,1,2,0,65,1,65,24,63,155,0,1,2137,2127,50,0.335994,0,0.945437,0.26,462,1,63,0,2137,65,0,146,9,0,0,15,25,15,130,0,10,54,11,0,0,0,0,65,8,0,0,8,57,62,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,131,16,1404,1137,25747,12
org.apache.pig.test.TestNewPlanLogToPhyTranslationVisitor,NON-SEVERE,824,0.74,7,0.68,3,17,0.32,8,188,6,4,2,0.19,0,2,0,35,0,122,19,33,3,4,2,1690,1677,49,0,0,1,0.666667,302,10,75,1,2600,86,0,0,3,0,0,3,2,2,0,1,0,6,29,0,0,0,0,35,1,0,0,1,34,32,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,131,16,1404,1137,25747,12
org.apache.pig.test.TestNewPlanOperatorPlan,NON-SEVERE,802,0.72,4,0.83,1,31,0.28,9,151,5,4,0,0.15,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,0,1,1,95,3,30,0,1322,30,0,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,255,7,1450,1087,24112,15
org.apache.pig.test.TestNewPlanPushDownForeachFlatten,NON-SEVERE,876,0.73,3,0.67,4,18,0.25,3,80,5,1,0,0.2,0,0,0,13,0,71,14,13,31,0,1,531,531,55,1,0,0.997312,0.2,51,3,30,0,1322,30,0,24,6,0,1,24,26,24,5,0,2,6,7,0,0,0,0,13,2,0,0,2,11,11,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,255,7,1450,1087,24112,15
org.apache.pig.test.TestNewPlanPushUpFilter,NON-SEVERE,899,0.72,3,0.85,0,31,0.3,3,39,6,3,1,0.16,0,7,2,14,0,0,3,7,7,536,6,250,190,3,0.533333,0,0.868132,0.363636,9,80,263,0,5748,334,0,0,7,0,0,0,0,0,7,0,0,11,3,0,0,0,0,14,0,0,0,0,14,6,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,255,7,1450,1087,24112,15
org.apache.pig.test.TestParamSubPreproc,NON-SEVERE,904,0.74,5,0.79,0,20,0.26,3,104,5,4,2,0.16,0,5,35,68,0,36,62,63,109,531,6,1867,1826,103,0.219373,0,0.992743,0.348485,179,80,263,0,5748,334,0,38,70,0,1,42,48,42,61,0,6,28,40,0,0,0,0,68,22,0,0,22,46,62,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,255,7,1450,1087,24112,15
org.apache.pig.test.TestPigRunner,NON-SEVERE,826,0.72,6,0.87,1,29,0.32,9,206,3,3,2,0.11,1,13,12,59,1,6,19,46,32,50,2,1097,957,32,0.120108,0,0.970905,0.652174,179,83,341,1,6130,466,0,5,27,0,0,2,2,2,30,0,0,41,18,0,0,0,0,59,0,0,0,0,59,44,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,255,7,1450,1087,24112,15
org.apache.pig.test.TestPigServer,NON-SEVERE,800,0.74,4,0.59,2,26,0.27,6,44,3,4,0,0.13,1,0,0,2,0,0,1,2,0,0,1,12,12,1,0,0,0,1,2,4,12,0,148,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,191,19,1447,1361,24319,21
org.apache.pig.test.TestPOCast,NON-SEVERE,811,0.72,3,0.75,4,24,0.31,11,130,4,3,1,0.16,1,0,0,4,0,0,2,4,4,0,1,29,29,2,1,0,0,1,4,4,12,0,148,12,0,0,4,0,0,0,0,0,4,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,191,19,1447,1361,24319,21
org.apache.pig.test.TestProjectRange,NON-SEVERE,846,0.75,7,0.76,2,18,0.29,4,169,4,1,1,0.12,0,5,0,9,0,1,3,4,4,0,1,94,38,4,0.642857,0,0.71875,0.375,4,24,253,17,3812,307,0,0,3,0,1,0,0,0,4,0,0,8,0,0,1,1,0,8,0,0,1,0,8,3,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,191,19,1447,1361,24319,21
org.apache.pig.test.TestPruneColumn,NON-SEVERE,869,0.75,7,0.58,1,28,0.34,4,147,6,4,0,0.18,0,0,0,12,0,5,9,12,2,0,1,290,290,20,0.890909,0,0.863636,1,21,12,112,0,2820,121,0,0,1,1,0,1,1,1,1,0,0,11,0,1,0,0,0,12,0,0,0,0,12,11,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,208,14,1593,1411,26472,30
org.apache.pig.test.TestSchema,NON-SEVERE,870,0.72,7,0.7,1,27,0.31,8,196,5,4,2,0.14,0,1,0,2,0,1,5,1,1,0,1,47,30,7,1,0,1,0.5,2,12,112,0,2820,121,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,3,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,208,14,1593,1411,26472,30
org.apache.pig.test.TestStore,NON-SEVERE,812,0.69,3,0.58,4,26,0.26,8,209,6,2,1,0.15,0,5,0,9,1,0,0,4,6,0,1,117,67,0,0.142857,0,0.9375,0.333333,5,12,112,0,2820,121,1,3,3,0,0,0,0,0,6,0,0,9,0,0,0,0,0,9,0,0,0,0,9,2,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,208,14,1593,1411,26472,30
org.apache.pig.test.TestTypeCheckingValidatorNewLP,NON-SEVERE,869,0.69,3,0.55,4,27,0.31,11,95,4,1,1,0.11,0,8,1,73,17,24,13,65,16,31,3,1812,1706,67,0.471441,0,0.894965,0.875,221,26,281,1,5940,330,0,1,15,0,0,2,2,2,14,0,0,71,1,0,1,0,0,73,0,0,0,0,73,62,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,208,14,1593,1411,26472,30
org.apache.pig.test.udf.streaming.DumpStreamerBad,MEDIUM,1041,0.43,7,0.7,7,23,0.27,2,136,3,3,3,0.29,0,0,1,9,0,28,13,9,7,8,2,2412,2412,61,0.333333,0,0.928571,1,217,10,52,0,3195,67,0,0,7,0,0,0,1,0,6,0,1,3,4,1,1,0,0,9,0,0,0,0,9,8,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,764,30,4305,3256,120720,35
org.apache.pig.test.udf.streaming.StreamingDump,SEVERE,1785,0.24,7,0.77,9,46,0.25,8,139,3,3,8,0.72,1,0,0,1,0,1,0,1,0,0,1,10,10,0,1,?,0,?,2,14,26,0,817,116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,153,16,689,510,8378,3
org.apache.pig.test.Util,NON-SEVERE,828,0.74,6,0.78,1,30,0.31,5,52,4,1,0,0.14,0,0,0,1,0,0,0,1,6,0,1,24,24,0,1,0,0,0.142857,1,5,27,1,796,30,0,6,0,0,0,3,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,TRUE,TRUE,FALSE,208,14,1593,1411,26472,30
