smell,class,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing
spaghetti-code,org.apache.jackrabbit.core.XATest,1,"
there are too many complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.XATest,1,"
limited understandability.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,0,"
parameters are poorly used and the methods look long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,1,"
long and complex methods threaten its understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,2,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,2,"
the class contains a number of complex functions.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,0,"
the class has a lot of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,2,"
high complexity and LOC.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.NodeImpl,1,"
methods should be split and clarity improved.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,2,"
the class has several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.SessionImpl,1,"
many long and complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.SessionImpl,2,"
there are several methods of huge size.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.WorkspaceManager,1,"
the class is at the high risk to become a mess due to the long methods it contains.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.WorkspaceManager,2,"
the class is complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.rmi.client.ClientNode,1,"
too many long methods have been developed in the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.rmi.client.ClientNode,2,"
the comprehensibility of this class is threatened by these huge set of complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.rmi.server.ServerNode,1,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.server.io.DefaultHandler,1,"
it handles things using a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.server.io.DefaultHandler,2,"
methods are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.server.remoting.davex.JcrRemotingServlet,1,"
the communication that the class has with other classes might be improved. 
",1,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.server.remoting.davex.JcrRemotingServlet,2,"
complex code.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.ItemInfoBuilder,0,"
long methods risk to become a problem.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.ItemInfoBuilder,2,"
methods are complex and seem to do too many things.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,0,"
several methods are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,2,"
complex code, complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,0,"
looking at the code, many methods may be improved with respect to their size.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,0,"
some methods appear to be long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,0,"
the LOC of several methods is too high.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,0,"
a large quantity of methods of this class have not clear responsibilities.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,2,"
long and complex code.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,0,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,2,"
presence of a lot of complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPath,1,"
the class is difficult to read, methods are not designed properly.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPath,0,"
the scope of the class is not very well understandable.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,1,"
many methods without a clear goal. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathQueryBuilder,0,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.xpath.XPathTokenManager,0,"
the code is way too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.RepositoryService,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.DavPropertyTest,1,"
too much code, with long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.DavPropertyTest,0,"
long methods present here.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,1,"
many methods should be made simpler.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi2dav.RepositoryServiceImpl,0,"
the number of long methods is high.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,1,"
long methods threaten its understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi2jcr.RepositoryServiceImpl,0,"
class with several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.standalone.cli.info.AbstractLsNodes,0,"
the methods of this class are overly long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.test.AbstractJCRTest,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.AbstractJCRTest,2,"
complex and huge methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.NodeReadMethodsTest,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.NodeTest,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.nodetype.NodeTypeUtil,2,"
the code is too complex and hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.SerializationTest,1,"
easy to say, methods are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.ShareableNodeTest,1,"
the complexity of many methods should be reduced.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.ShareableNodeTest,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.util.Text,1,"
many methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.util.Text,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.RestoreTest,1,"
many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.RestoreTest,2,"
the class is too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.simple.RestoreTest,2,"
the goal of the class is unclear.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionHistoryTest,1,"
complex code, which is likely to be hard to understand for other developers.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionHistoryTest,2,"
it may contain some complex method.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionTest,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.test.api.version.VersionTest,2,"
the methods of the class look too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.util.Text,1,"
the class risks to be prone to bugs, given that many methods are long and badly designed.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.value.ValueHelper,1,"
there is no documentation for the many long methods of the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.value.ValueHelper,2,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.header.IfHeader,1,"
code may be improved, esp. the methods that are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.header.IfHeader,0,"
the methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.jcr.DefaultItemCollection,1,"
long code, hard to maintain.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.server.AbstractWebdavServlet,1,"
the code contains long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.simple.DavResourceImpl,1,"
long methods, lack of parameters, likely to become buggy. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.simple.DavResourceImpl,2,"
methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.webdav.WebdavRequestImpl,1,"
the class has complex code
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.webdav.WebdavRequestImpl,0,"
too complex class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.webdav.xml.DomUtil,0,"
the class seems to be a mere container of methods.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.lucene.analysis.charfilter.HTMLStripCharFilter,0,"
the code is too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.analysis.core.TestRandomChains,0,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.analysis.hunspell.Dictionary,0,"
the class contains several unrelated methods.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.lucene.analysis.ja.util.ToStringUtil,0,"
the method implements a set of operations without a clearly defined common goal.
",0,0,0,0,0,1,0
spaghetti-code,org.apache.lucene.analysis.miscellaneous.ASCIIFoldingFilter,0,"
it is not really possible to understand many of the large methods of this class.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerImpl,0,"
long and complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.lucene.analysis.standard.WordBreakTestUnicode_6_3_0,0,"
the understandability of the class is low.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.analysis.synonym.TestSynonymMapFilter,0,"
externals may have difficulties in dealing with the complexity of certain methods.
",1,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.analysis.wikipedia.WikipediaTokenizerImpl,0,"
the tokenizer should be improved with respect to its size and the methods it contains.
",0,0,0,1,0,1,0
spaghetti-code,org.apache.lucene.codecs.lucene50.Lucene50PostingsReader,0,"
many methods are complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.CheckIndex,0,"
documentation is missing, the code is too complex. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.ConcurrentMergeScheduler,0,"
long methods that could be better designed.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.IndexWriter,0,"
a lot of long methods, this is the problem with this class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.SegmentInfos,0,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestAddIndexes,0,"
the class contains a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestBackwardsCompatibility,0,"
poor use of parameters, too long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestBinaryDocValuesUpdates,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestDemoParallelLeafReader,1,"
there are several methods that do not have a clear goal.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestDirectoryReader,1,"
many methods may be split and made simpler.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestDocValuesIndexing,1,"
while the class does what it does, it implements a number of methods that may be split.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestIndexWriter,1,"
too many long methods. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.lucene.index.TestIndexWriterExceptions,0,"
too many complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestNumericDocValuesUpdates,0,"
the code may be too complex for other developers.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.lucene.index.TestTermsEnum,0,"
many methods, too long and complex. 
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.JobControlCompiler,1,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MRCompiler,1,"
LOC too high.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MultiQueryOptimizer,1,"
the code is pretty complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POCast,1,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.executionengine.tez.plan.TezCompiler,1,"
too many long methods used here.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.backend.hadoop.hbase.HBaseStorage,1,"
the code is long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.data.DataType,1,"
a number of long methods hide its understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.data.SchemaTuple,1,"
the code is complex to read because of the many overly long methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.impl.io.FileLocalizer,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.impl.logicalLayer.schema.Schema,1,"
likely, the code has became hard to understand because of the many methods of the class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.impl.PigContext,1,"
the objective of the class is not very well defined, methods do not seem to contribute to a single funcitonality.
",0,0,0,0,0,1,0
spaghetti-code,org.apache.pig.impl.plan.OperatorPlan,1,"
many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.Main,1,"
many methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.newplan.logical.relational.LogicalSchema,1,"
class is overly long and has a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.newplan.logical.relational.LogToPhyTranslationVisitor,1,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.pen.AugmentBaseDataVisitor,1,"
the code is complex and hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.piggybank.evaluation.TestOver,1,"
the class contains many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.piggybank.storage.IndexedStorage,1,"
some methods are extremely long and complex. 
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.PigServer,1,"
the code is overly complex and many methods are too long.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.test.pigmix.datagen.DataGenerator,1,"
the methods are often too long and badly designed.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestBuiltin,1,"
hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestDataBag,1,"
too many methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestEvalPipeline,1,"
long methods, poor use of parameters.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestEvalPipeline2,1,"
the class cannot be easily understood.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestEvalPipelineLocal,1,"
it has several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestGrunt,1,"
the methods are too complex to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestMRCompiler,1,"
too many methods and too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestMultiQueryCompiler,2,"
A number of methods cannot be easily understood.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanLogToPhyTranslationVisitor,2,"
the class has several complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanOperatorPlan,2,"
the code is complex. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanPushDownForeachFlatten,2,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestNewPlanPushUpFilter,2,"
the class provides several methods whcih are long and perhaps too complex. 
",0,0,0,1,1,0,0
spaghetti-code,org.apache.pig.test.TestParamSubPreproc,1,"
to many lines of code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestPigRunner,1,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestPigServer,1,"
the code is complex. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestPruneColumn,1,"
the methods are too many.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.TestStore,1,"
the code is extremely complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.TestTypeCheckingValidatorNewLP,1,"
there are too many methods that are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.pig.test.Util,1,"
the goal of the class cannot be easily understood.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.pig.test.utils.GenPhyOp,1,"
too much code and too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.tools.bzip2r.CBZip2OutputStream,1,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.EnglishStemmer,0,"
many long methods without documentation.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.FinnishStemmer,0,"
certain methods are too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.tartarus.snowball.ext.FrenchStemmer,0,"
the code plus the many strings used make the code poorly understandable.
",0,0,0,0,1,0,0
spaghetti-code,org.tartarus.snowball.ext.HungarianStemmer,0,"
it has too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.ItalianStemmer,0,"
the class is a kind of container of multiple functions.
",0,0,1,0,0,0,0
spaghetti-code,org.tartarus.snowball.ext.KpStemmer,0,"
poorly understandable.
",0,0,0,0,1,0,0
spaghetti-code,org.tartarus.snowball.ext.LovinsStemmer,0,"
the class is hard to understand because of the long methods that there are.
",0,0,0,1,1,0,0
spaghetti-code,org.tartarus.snowball.ext.PorterStemmer,0,"
too much code.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.SpanishStemmer,0,"
given its goal, it is not really a big issue, but several methods look too long.
",0,0,0,1,0,0,0
spaghetti-code,org.tartarus.snowball.ext.TurkishStemmer,0,"
long methods.
",0,0,0,1,0,0,0
blob,org.apache.cassandra.config.CFMetaData,2,"
There are utilitity methods that should be moved in another class
",0,0,0,0,0,1,0
blob,org.apache.cassandra.config.DatabaseDescriptor,2,"
Too much LOC. The class is difficult to understand
",0,0,0,1,1,0,0
blob,org.apache.cassandra.cql3.statements.SelectStatement,2,"
Too much LOC, few comments. Class difficult to understand
",0,0,0,1,1,0,0
blob,org.apache.cassandra.cql3.statements.SelectStatementTest,2,"
Very complex class
",0,0,0,0,1,0,0
blob,org.apache.cassandra.db.ColumnFamilyStore,2,"
Complex class
",0,0,0,0,1,0,0
blob,org.apache.cassandra.db.ColumnFamilyStoreTest,2,"
Very complex class
",0,0,0,0,1,0,0
blob,org.apache.cassandra.db.compaction.CompactionManager,2,"
Too much LOC, too confused
",0,0,0,1,1,0,0
blob,org.apache.cassandra.db.context.CounterContext,2,"
Low cohesion
",0,0,1,0,0,0,0
blob,org.apache.cassandra.db.SystemKeyspace,2,"
High number of LOC, high complexity
",0,0,0,1,1,0,0
blob,org.apache.cassandra.gms.Gossiper,2,"
Too much LOC, too confused
",0,0,0,1,1,0,0
blob,org.apache.cassandra.hadoop.pig.CqlNativeStorage,2,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cassandra.io.sstable.SSTableReader,2,"
It's a blob
",0,0,0,1,0,0,0
blob,org.apache.cassandra.io.sstable.SSTableRewriterTest,2,"
Too much LOC, code confused
",0,0,0,1,1,0,0
blob,org.apache.cassandra.locator.TokenMetadata,2,"
Too much LOC, too methods in the class
",0,0,0,1,0,0,0
blob,org.apache.cassandra.metrics.ColumnFamilyMetrics,2,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cassandra.net.MessagingService,2,"
Class difficult to understand
",0,0,0,0,1,0,0
blob,org.apache.cassandra.service.StorageProxy,2,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cassandra.service.StorageService,2,"
Low cohesion
",0,0,1,0,0,0,0
blob,org.apache.cassandra.thrift.CassandraServer,0,"
Too parameters in the method declaration. But this is not our priority now
",0,0,0,1,0,0,0
blob,org.apache.cassandra.tools.NodeProbe,2,"
Code should be rewrited in a way more comprehensible
",0,0,0,0,1,0,0
blob,org.apache.cassandra.utils.MerkleTree,2,"
Low cohesion
",0,0,1,0,0,0,0
blob,org.apache.cxf.systest.type_test.AbstractTypeTestClient4,2,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cxf.systest.ws.coverage_checker.CryptoCoverageCheckerTest,2,"
Too much LOC, low cohesion
",0,0,1,1,0,0,0
blob,org.apache.cxf.systest.ws.rm.SequenceTest,2,"
It's a blob
",0,0,0,1,0,0,0
blob,org.apache.cxf.systest.ws.saml.SamlTokenTest,2,"
Too much LOC
",0,0,0,1,0,0,0
blob,org.apache.cxf.systest.ws.x509.X509TokenTest,2,"
Too much LOC, low cohesion
",0,0,1,1,0,0,0
blob,org.apache.cxf.tools.corba.processors.idl.IDLLexer,2,"
Too many responsabilities
",0,0,1,0,0,0,0
blob,org.apache.cxf.tools.corba.processors.idl.IDLParser,2,"
Too much LOC, code confused
",0,0,0,1,1,0,0
blob,org.apache.cxf.tools.corba.processors.wsdl.WSDLParameter,2,"
Class difficult to understand
",0,0,0,0,1,0,0
blob,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding,2,"
It is a well-known problem, it is huge in size and has high coupling 
",1,0,0,1,0,0,0
blob,org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding,2,"
It is hard to understand 
",0,0,0,0,1,0,0
blob,org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest,2,"
Not maintainable, hard to udnerstad
",0,0,0,0,1,0,0
blob,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer,2,"
Too much LOC, the code cannot be understood
",0,0,0,1,1,0,0
blob,org.apache.jena.iri.impl.LexerHost,1,"
This is too large, horrible to see.
",0,0,0,1,0,0,0
blob,org.apache.jena.iri.impl.LexerScheme,1,"
The scheme is too confusing, its true.
",0,0,0,0,1,0,0
blob,org.apache.jena.iri.impl.LexerXHost,1,"
The class is too large, it's true. 
",0,0,0,1,0,0,0
blob,org.apache.jena.iri.ViolationCodes,1,"
The class is too large, it's true. 
",0,0,0,1,0,0,0
blob,org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,1,"
The connection should be managed better, but not seems to be too late.
",1,0,0,0,0,0,0
blob,org.apache.jena.jdbc.connections.JenaConnection,1,"
The connection should be managed better, but not seems to be too late.
",1,0,0,0,0,0,0
blob,org.apache.jena.jdbc.JenaDriver,1,"
Also the driver should be better managed.
",0,0,0,0,0,1,0
blob,org.apache.jena.ontology.impl.OntResourceImpl,1,"
Resources are something we have to look at.
",0,0,0,0,0,1,0
blob,org.apache.jena.ontology.impl.TestResource,2,"
Resources are something we have to look at.
",0,0,0,0,0,1,0
blob,org.apache.jena.ontology.Profile,1,"
The class has been introduce for a reason, but then it underwent too many changes too often, becoming something to care about. 
",0,1,0,0,0,0,0
blob,org.apache.jena.rdf.model.test.TestSeqMethods,1,"
The sequences are too many, this is the point.
",0,0,0,0,1,0,0
blob,org.apache.jena.rdfxml.xmlinput.NTriple,2,"
Thanks for your email, it is indeed a huge class that does too many things
",0,0,0,1,0,0,0
blob,org.apache.jena.rdfxml.xmloutput.impl.Unparser,2,"
This is a large class that should be made better.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.impl.LPInterpreter,1,"
The class is too large.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.impl.RuleClauseCode,1,"
The class is too large, it's true. 
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestBackchainer,1,"
The class is too large.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestBasicLP,1,"
Too many LOC, we should refactor it.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestBugs,1,"
The class is too large, it's true, but not a hige problem
",0,0,0,1,0,0,0
blob,org.apache.lucene.dependencies.GetMavenDependenciesTask,1,"
The class does too many things, but at the moment we cannot do anything else.
",0,0,0,0,1,0,0
blob,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggester,1,"
The suggester may be divided in three classes at least, but now we have other priorities
",0,0,0,0,0,1,0
blob,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggesterTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.search.suggest.analyzing.AnalyzingSuggesterTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.search.suggest.analyzing.FuzzySuggesterTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.search.suggest.jaspell.JaspellTernarySearchTrie,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.validation.LibVersionsCheckTask,1,"
The class does too many things, but at the moment we cannot do anything else.
",0,0,0,0,1,0,0
blob,org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,0,"
Since this is a test, it is ok for us to have it a bit larger than other classes.
",0,0,0,0,0,0,1
blob,org.apache.pig.backend.hadoop.hbase.HBaseStorage,0,"
HBaseStorage manages the storage of Hbase: as there many things to consider, we need this class as it.
",0,0,0,0,0,1,0
blob,org.apache.pig.Main,0,"
the class just runs things, so why shall we modify it?
",0,1,0,0,0,0,0
blob,org.apache.pig.pigunit.Cluster,1,"
The cluster implements too many algorithms, it must be fixed. 
",0,0,0,0,0,1,0
blob,org.apache.pig.pigunit.MiniClusterRunner,1,"
The cluster implements too many algorithms, it must be fixed. 
",0,0,0,0,0,1,0
blob,org.apache.pig.pigunit.pig.GruntParser,1,"
the parser may be improved.
",0,0,0,0,0,1,0
blob,org.apache.pig.pigunit.PigTest,1,"
This is a test after all.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.junit.OrderedJUnit4Runner,1,"
this is a test and we do not refact tests.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.pigmix.mapreduce.L1,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L10,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L11,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
