smell,class,comments,coupling,changehistory,cohesion,size,complexity,production,testing
blob,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer,"
Too much LOC, the code cannot be understood
",0,0,0,1,1,0,0
blob,org.apache.jena.graph.test.AbstractTestGraph,"
We will do something here.
",0,0,0,0,0,0,0
blob,org.apache.jena.graph.test.TestNode,"
We will do something here.
",0,0,0,0,0,0,0
blob,org.apache.jena.graph.test.TestTypedLiterals,"
We will do something here.
",0,0,0,0,0,0,0
blob,org.apache.jena.iri.impl.LexerHost,"
This is too large, horrible to see.
",0,0,0,1,0,0,0
blob,org.apache.jena.iri.impl.LexerPath,"
I'm aware of this, but thanks for noticing. 
",0,0,0,0,0,0,0
blob,org.apache.jena.iri.impl.LexerQuery,"
Not really an issue, but could be designed better.
",0,0,0,0,0,0,0
blob,org.apache.jena.iri.impl.LexerScheme,"
The scheme is too confusing, its true.
",0,0,0,0,1,0,0
blob,org.apache.jena.iri.impl.LexerUserinfo,"
it is an issue, but not too serious.
",0,0,0,0,0,0,0
blob,org.apache.jena.iri.impl.LexerXHost,"
The class is too large, it's true. 
",0,0,0,1,0,0,0
blob,org.apache.jena.iri.IRIFactory,"
We will do something here.
",0,0,0,0,0,0,0
blob,org.apache.jena.iri.ViolationCodes,"
The class is too large, it's true. 
",0,0,0,1,0,0,0
blob,org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,"
The connection should be managed better, but not seems to be too late.
",1,0,0,0,0,0,0
blob,org.apache.jena.jdbc.connections.JenaConnection,"
The connection should be managed better, but not seems to be too late.
",1,0,0,0,0,0,0
blob,org.apache.jena.jdbc.JenaDriver,"
Also the driver should be better managed.
",0,0,0,0,0,1,0
blob,org.apache.jena.jdbc.metadata.JenaMetadata,"
The metadata needs to involve several methods, unfortunately.
",0,0,0,0,0,0,0
blob,org.apache.jena.jdbc.metadata.results.MetaResultSet,"
The metadata needs to involve several methods, unfortunately.
",0,0,0,0,0,0,0
blob,org.apache.jena.jdbc.results.AbstractResultSetTests,"
I will mark this class to better check it later.
",0,0,0,0,0,0,0
blob,org.apache.jena.jdbc.results.JenaResultSet,"
This class may have been better organized. Perhaps in the future we will take a look.
",0,0,0,0,0,0,0
blob,org.apache.jena.jdbc.statements.AbstractJenaStatementTests,"
I will mark this class to better check it later.
",0,0,0,0,0,0,0
blob,org.apache.jena.jdbc.statements.JenaPreparedStatement,"
I will mark this class to better check it later.
",0,0,0,0,0,0,0
blob,org.apache.jena.jdbc.statements.JenaStatement,"
I will mark this class to better check it later.
",0,0,0,0,0,0,0
blob,org.apache.jena.ontology.impl.OntClassImpl,"
A problem, but not a serious one
",0,0,0,0,0,0,0
blob,org.apache.jena.ontology.impl.OntModelImpl,"
The implemention should be improved
",0,0,0,0,0,0,0
blob,org.apache.jena.ontology.impl.OntPropertyImpl,"
The way properties are collected may be improved a lot.
",0,0,0,0,0,0,0
blob,org.apache.jena.ontology.impl.OntResourceImpl,"
Resources are something we have to look at.
",0,0,0,0,0,1,0
blob,org.apache.jena.ontology.impl.TestClassExpression,"
The code should be completely rewritten at some point.
",0,0,0,0,0,0,0
blob,org.apache.jena.ontology.impl.TestOntModel,"
Thanks for pointing this out, we will fix it.
",0,0,0,0,0,0,0
blob,org.apache.jena.ontology.impl.TestResource,"
Resources are something we have to look at.
",0,0,0,0,0,1,0
blob,org.apache.jena.ontology.Profile,"
The class has been introduce for a reason, but then it underwent too many changes too often, becoming something to care about. 
",0,1,0,0,0,0,0
blob,org.apache.jena.permissions.impl.SecuredItemImpl,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.impl.SecuredModelImpl,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.impl.SecuredRDFListImpl,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.impl.SecuredResourceImpl,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.SecuredModel,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.SecuredModelTest,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.SecuredRDFListTest,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.permissions.model.SecuredSeqTest,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.rdf.model.impl.ModelCom,"
The way the model is implemented could have been designed better.
",0,0,0,0,0,0,0
blob,org.apache.jena.rdf.model.impl.RDFListImpl,"
The implemention should be improved
",0,0,0,0,0,0,0
blob,org.apache.jena.rdf.model.Model,"
The model needs to be improved, I will look at this problem.
",0,0,0,0,0,0,0
blob,org.apache.jena.rdf.model.ModelCon,"
Thank you for this notification, this is a problem we are aware about. 
",0,0,0,0,0,0,0
blob,org.apache.jena.rdf.model.test.TestSeqMethods,"
The sequences are too many, this is the point.
",0,0,0,0,1,0,0
blob,org.apache.jena.rdfxml.xmlinput.NTriple,"
Thanks for your email, it is indeed a huge class that does too many things
",0,0,0,1,0,0,0
blob,org.apache.jena.rdfxml.xmlinput.WGTestSuite,"
I am aware this class should be improved.
",0,0,0,0,0,0,0
blob,org.apache.jena.rdfxml.xmloutput.impl.BaseXMLWriter,"
This is a critical problem for us.
",0,0,0,0,0,0,0
blob,org.apache.jena.rdfxml.xmloutput.impl.Unparser,"
This is a large class that should be made better.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.FBRuleInfGraph,"
Not really an expert of this class, but this looks horrible. 
",0,0,0,0,0,0,0
blob,org.apache.jena.reasoner.rulesys.impl.FRuleEngine,"
This must be improved, thanks for the email.
",0,0,0,0,0,0,0
blob,org.apache.jena.reasoner.rulesys.impl.LPInterpreter,"
The class is too large.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.impl.RuleClauseCode,"
The class is too large, it's true. 
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.Rule,"
The implementation can be surely improved, starting from the rule definition.
",0,0,0,0,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestBackchainer,"
The class is too large.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestBasicLP,"
Too many LOC, we should refactor it.
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestBugs,"
The class is too large, it's true, but not a hige problem
",0,0,0,1,0,0,0
blob,org.apache.jena.reasoner.rulesys.test.TestFBRules,"
The rules need to be addressed.
",0,0,0,0,0,0,0
blob,org.apache.jena.reasoner.transitiveReasoner.TransitiveGraphCache,"
We will do something here.
",0,0,0,0,0,0,0
blob,org.apache.jena.tdb.index.bplustree.BPTreeNode,"
The implementation may be improved.
",0,0,0,0,0,0,0
blob,org.apache.lucene.dependencies.GetMavenDependenciesTask,"
The class does too many things, but at the moment we cannot do anything else.
",0,0,0,0,1,0,0
blob,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggester,"
The suggester may be divided in three classes at least, but now we have other priorities
",0,0,0,0,0,1,0
blob,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggesterTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.search.suggest.analyzing.AnalyzingSuggesterTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.search.suggest.analyzing.FuzzySuggesterTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.search.suggest.jaspell.JaspellTernarySearchTrie,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.lucene.validation.LibVersionsCheckTask,"
The class does too many things, but at the moment we cannot do anything else.
",0,0,0,0,1,0,0
blob,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.JobControlCompiler,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MRCompiler,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.mapReduceLayer.MultiQueryOptimizer,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.physicalLayer.expressionOperators.POCast,"
thanks for this notice, we will somehow look into this.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators.POForEach,"
thanks for this notice, we will somehow look into this.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.physicalLayer.relationalOperators.POLocalRearrange,"
thanks for this notice, we will somehow look into this.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.tez.plan.TezCompiler,"
thanks for this notice, we will somehow look into this.
",0,0,0,0,0,0,0
blob,org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,"
Since this is a test, it is ok for us to have it a bit larger than other classes.
",0,0,0,0,0,0,1
blob,org.apache.pig.backend.hadoop.hbase.HBaseStorage,"
HBaseStorage manages the storage of Hbase: as there many things to consider, we need this class as it.
",0,0,0,0,0,1,0
blob,org.apache.pig.Main,"
the class just runs things, so why shall we modify it?
",0,1,0,0,0,0,0
blob,org.apache.pig.piggybank.evaluation.TestOver,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.piggybank.storage.avro.AvroStorage,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.piggybank.storage.avro.AvroStorageUtils,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.piggybank.test.storage.avro.TestAvroStorage,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.PigServer,"
The server may be improved. 
",0,0,0,0,0,0,0
blob,org.apache.pig.pigunit.Cluster,"
The cluster implements too many algorithms, it must be fixed. 
",0,0,0,0,0,1,0
blob,org.apache.pig.pigunit.MiniClusterRunner,"
The cluster implements too many algorithms, it must be fixed. 
",0,0,0,0,0,1,0
blob,org.apache.pig.pigunit.pig.GruntParser,"
the parser may be improved.
",0,0,0,0,0,1,0
blob,org.apache.pig.pigunit.pig.PigServer,"
you're right, the class is horribleâ?but it works!
",0,0,0,0,0,0,0
blob,org.apache.pig.pigunit.PigTest,"
This is a test after all.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.junit.OrderedJUnit4Runner,"
this is a test and we do not refact tests.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.pigmix.mapreduce.L1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L10,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L11,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L12,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L13,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L14,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L15,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L16,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L17,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L2,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L3,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L4,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L5,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L6,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L7,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L8,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L9,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.Library,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.pigmix.udf.PigPerformanceLoader,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.pigunit.pig.TestGruntParser,"
We do not really care about this class.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.pigunit.TestPigTest,"
It's just a test.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestBuiltin,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestDataBag,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestEvalPipeline,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestEvalPipeline2,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestEvalPipelineLocal,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestGrunt,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestHBaseStorage,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestLogicalPlanBuilder,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMacroExpansion,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMergeJoin,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMRCompiler,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMultiQueryCompiler,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanLogToPhyTranslationVisitor,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanOperatorPlan,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanPushDownForeachFlatten,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanPushUpFilter,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestParamSubPreproc,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPigRunner,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPigServer,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPOCast,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestProjectRange,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPruneColumn,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestSchema,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestStore,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestTypeCheckingValidatorNewLP,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.udf.streaming.DumpStreamerBad,"
the code looks horrible here, but we need to deliver and dont have time for that.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.udf.streaming.StreamingDump,"
This may really be a thing for us. 
",0,0,0,0,0,0,0
blob,org.apache.pig.test.Util,"
This i a utility class, its OK to have it as is. 
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.AccumulativeSumBag,"
The way the class acts may be improved, for instance by dividing the methods into multiple classes. 
",0,0,0,1,0,0,0
blob,org.apache.pig.test.utils.AccumulatorBagCount,"
The way the class acts may be improved, for instance by dividing the methods into multiple classes. 
",0,0,0,1,0,0,0
blob,org.apache.pig.test.utils.BagCount,"
This created problems in the past, we will take care of refactoring.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotEdge,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotGraph,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotGraphReader,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotNode,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.ExactKeyMatcher,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.IncreasingKeyMatcher,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.NodeMatcher,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.OperatorPlanLoader,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.FILTERFROMFILE,"
Too many LOC, it should be refactored.
",0,0,0,1,0,0,0
blob,org.apache.pig.test.utils.GenRandomData,"
The generation mechanism should definitively be improved, thanks for poiting this out. 
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.HelperEvalFuncUtils,"
While this is a utility class, this needs to be fixed as soon as possible. 
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.Identity,"
It is indeed a problem we are aware of, but it is not in our todo list for the moment.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.LocalSeekableInputStream,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.MultiLevelDerivedUDF3,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.MyAbstractEvalFunc1,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.MyAbstractEvalFunc2,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.MyUDFReturnMap,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.MyUDFWithoutParameter,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.NewLogicalPlanUtil,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.planComparer.PlanStructuralComparer,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.POCastDummy,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.ReportingUDF,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.ScriptSchemaTestLoader,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.SimpleCustomPartitioner,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.SimpleCustomPartitioner2,"
This is a critical problem that we are trying to address somehow.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.SimpleCustomPartitioner3,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.TestHelper,"
We will look at it.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.TypeCheckingTestUtil,"
Not a priority, but this may be fixed.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.UDFContextTestEvalFunc,"
This is part of a collection of classes that may be refactored.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.UDFContextTestEvalFunc2,"
This is part of a collection of classes that may be refactored.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.UDFContextTestEvalFunc3,"
This is part of a collection of classes that may be refactored.
",0,0,0,0,0,0,0
blob,org.apache.pig.test.utils.UDFContextTestLoader,"
The loaded has three different ways to work, one class for each way may be done.
",0,0,0,0,1,0,0
blob,org.apache.pig.test.utils.UDFContextTestLoaderWithSignature,"
The loader has three different ways to work, one class for each way may be done.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.UPPER,"
the parsing tool is something we are still developing, so it is normal to have these cases.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.URLPARSE,"
the parsing tool is something we are still developing, so it is normal to have these cases.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.WordCount,"
the parsing tool is something we are still developing, so it is normal to have these cases.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.WrongCustomPartitioner,"
The class may be better, but it is not really a problem now.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestGroupConstParallelTez,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestJobSubmissionTez,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestLoaderStorerShipCacheFilesTez,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestSecondarySortTez,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestTezAutoParallelism,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestTezCompiler,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestTezJobControlCompiler,"
not very much to say hereâ?it should be addressed.
",0,0,0,0,0,0,0
blob,org.apache.pig.tez.TestTezLauncher,"
I see the problems that this class can cause, but I cannot do too much at the moment. 
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.ExtractHour,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.NGramGenerator,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.NonURLDetector,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.ScoreGenerator,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.ToLower,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.TutorialTest,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.pig.tutorial.TutorialUtil,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.solr.analytics.accumulator.FacetingAccumulator,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.analytics.facet.FieldFacetTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.analytics.statistics.StatsCollectorSupplierFactory,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.BaseDistributedSearchTestCase,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.impl.BasicHttpSolrClientTest,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.impl.CloudSolrClient,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.client.solrj.impl.HttpSolrClient,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.client.solrj.impl.LBHttpSolrClient,"
it is huge, but not really as critical as it can appear.
",0,0,0,1,0,0,0
blob,org.apache.solr.client.solrj.io.stream.StreamExpressionTest,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.io.stream.StreamingTest,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.request.SchemaTest,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.SolrClient,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.client.solrj.SolrExampleTests,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.SolrQuery,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.cloud.AbstractFullDistribZkTestBase,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.BaseCdcrDistributedZkTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.BasicDistributedZkTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.CollectionsAPIDistributedZkTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.OverseerCollectionConfigSetProcessorTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.OverseerCollectionMessageHandler,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.OverseerTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.TestCloudPivotFacet,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.ZkController,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.common.cloud.SolrZkClient,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.common.cloud.ZkStateReader,"
I dont' have too much to say, the class is big and should be addressed.
",0,0,0,0,1,0,0
blob,org.apache.solr.common.util.JavaBinCodec,"
the code looks horrible here, but we need to deliver and dont have time for that.
",0,0,0,0,0,0,0
blob,org.apache.solr.common.util.NamedList,"
the code looks horrible here, but we need to deliver and dont have time for that.
",0,0,0,0,0,0,0
blob,org.apache.solr.core.CoreContainer,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.core.SolrCore,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.core.SolrResourceLoader,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.CursorPagingTest,"
it doesnt change, so no priority.
",0,1,0,0,0,0,0
blob,org.apache.solr.hadoop.MorphlineGoLiveMiniMRTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.admin.CoreAdminHandler,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.admin.LukeRequestHandler,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.FacetComponent,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.QueryComponent,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.RangeFacetRequest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.SpellCheckComponent,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.StatsComponentTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.dataimport.AbstractSqlEntityProcessorTestCase,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.dataimport.DocBuilder,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.dataimport.MailEntityProcessor,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
