,smell,entropy,class,correct_prediction,important_features,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
313,blob,2.596020784,org.apache.cxf.systest.ws.coverage_checker.CryptoCoverageCheckerTest,TRUE,"['LOC', 'CBO', 'WMC', 'number-fixes', 'NOAM_type', 'RFC', 'number_private_visibility_attributes', 'NOPA_type', 'LCOM5_type', 'DIT_type']",2,"
Too much LOC, low cohesion
",0,0,1,1,0,0,0,1,1,1,1,1,0,0
314,blob,2.723879882,org.apache.cxf.systest.ws.rm.SequenceTest,TRUE,"['LOC', 'WMC', 'CBO', 'number-fixes', 'number_private_visibility_attributes', 'RFC', 'NOAM_type', 'NOPA_type', 'TCC_type', 'LCOM5_type']",2,"
It's a blob
",0,0,0,1,0,0,0,1,1,1,1,1,0,0
315,blob,2.602361561,org.apache.cxf.systest.ws.saml.SamlTokenTest,TRUE,"['LOC', 'CBO', 'number-fixes', 'WMC', 'TCC_type', 'NOAM_type', 'number_private_visibility_attributes', 'WOC_type', 'RFC', 'MPC']",2,"
Too much LOC
",0,0,0,1,0,0,0,1,1,1,1,1,0,0
316,blob,2.760159066,org.apache.cxf.systest.ws.x509.X509TokenTest,TRUE,"['LOC', 'CBO', 'number-fixes', 'WMC', 'NOAM_type', 'number_private_visibility_attributes', 'TCC_type', 'RFC', 'DIT_type', 'WOC_type']",2,"
Too much LOC, low cohesion
",0,0,1,1,0,0,0,1,1,1,1,1,0,0
317,blob,2.559744248,org.apache.cxf.tools.corba.processors.idl.IDLLexer,TRUE,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'RFC', 'number-fixes', 'number_private_visibility_attributes', 'WOC_type', 'TCC_type', 'number_package_visibility_methods']",2,"
Too many responsabilities
",0,0,1,0,0,0,0,1,1,1,1,1,0,0
318,blob,2.618279684,org.apache.cxf.tools.corba.processors.idl.IDLParser,TRUE,"['LOC', 'CBO', 'number-fixes', 'WMC', 'NOAM_type', 'number_private_visibility_attributes', 'TCC_type', 'LCOM5_type', 'DIT_type', 'RFC']",2,"
Too much LOC, code confused
",0,0,0,1,1,0,0,1,1,1,1,1,0,0
319,blob,2.729417429,org.apache.cxf.tools.corba.processors.wsdl.WSDLParameter,TRUE,"['LOC', 'CBO', 'MPC', 'WMC', 'NOAM_type', 'TCC_type', 'WOC_type', 'number_private_visibility_attributes', 'number-fixes', 'RFC']",2,"
Class difficult to understand
",0,0,0,0,1,0,0,1,1,1,1,1,0,0
320,blob,2.745210343,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding,TRUE,"['LOC', 'CBO', 'WMC', 'number-fixes', 'NOAM_type', 'WOC_type', 'TCC_type', 'number_private_visibility_attributes', 'RFC', 'NOCS_package']",2,"
It is a well-known problem, it is huge in size and has high coupling 
",1,0,0,1,0,0,0,1,1,1,1,1,0,0
321,blob,2.655161306,org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding,TRUE,"['LOC', 'CBO', 'WMC', 'number-fixes', 'RFC', 'NOCS_package', 'NOAM_type', 'number_private_visibility_attributes', 'WOC_type', 'TCC_type']",2,"
It is hard to understand 
",0,0,0,0,1,0,0,1,1,1,1,1,0,0
322,blob,2.735378469,org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest,TRUE,"['LOC', 'CBO', 'WMC', 'RFC', 'NOII_type', 'WOC_type', 'num_final_not_static_attributes', 'NOAM_type', 'number_protected_visibility_methods', 'DIT_type']",2,"
Not maintainable, hard to udnerstad
",0,0,0,0,1,0,0,0,1,1,1,0,0,0
323,blob,2.606817476,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer,TRUE,"['LOC', 'number-fixes', 'WMC', 'number_private_visibility_attributes', 'NOAM_type', 'CBO', 'WOC_type', 'NOCS_package', 'RFC', 'NOPA_type']",2,"
Too much LOC, the code cannot be understood
",0,0,0,1,1,0,0,0,1,1,1,1,0,0
324,blob,2.834567425,org.apache.jena.iri.impl.LexerHost,FALSE,"['LOC', 'NOCS_package', 'NOAM_type', 'WMC', 'RFC', 'Readability', 'number-fixes', 'number_private_visibility_attributes', 'WOC_type', 'number_protected_visibility_methods']",1,"
This is too large, horrible to see.
",0,0,0,1,0,0,0,0,0,1,1,1,0,0
325,blob,2.721484959,org.apache.jena.iri.impl.LexerScheme,FALSE,"['LOC', 'CBO', 'NOAM_type', 'number-fixes', 'WMC', 'RFC', 'WOC_type', 'number_private_visibility_attributes', 'Avg-commit-size', 'number_constructor_NotDefaultConstructor_methods']",1,"
The scheme is too confusing, its true.
",0,0,0,0,1,0,0,0,1,1,1,1,0,0
326,blob,2.875279431,org.apache.jena.iri.impl.LexerXHost,FALSE,"['LOC', 'CBO', 'WMC', 'number-fixes', 'RFC', 'number_private_visibility_attributes', 'NOPA_type', 'TCC_type', 'number_constructor_NotDefaultConstructor_methods', 'NOAM_type']",1,"
The class is too large, it's true. 
",0,0,0,1,0,0,0,1,1,1,1,1,0,0
327,blob,2.540541832,org.apache.jena.iri.ViolationCodes,FALSE,"['LOC', 'WMC', 'RFC', 'number-fixes', 'LCOM5_type', 'NOAM_type', 'NOCS_package', 'number-changes', 'number_private_visibility_attributes', 'NOPA_type']",1,"
The class is too large, it's true. 
",0,0,0,1,0,0,0,1,0,1,1,1,0,0
328,blob,2.697117541,org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,FALSE,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'num_static_not_final_attributes', 'NOCS_package', 'number-fixes', 'NOPA_type', 'RFC', 'number_private_visibility_attributes']",1,"
The connection should be managed better, but not seems to be too late.
",1,0,0,0,0,0,0,0,1,1,1,1,0,0
329,blob,2.680865776,org.apache.jena.jdbc.connections.JenaConnection,FALSE,"['LOC', 'CBO', 'number_protected_visibility_methods', 'number-fixes', 'number_protected_visibility_attributes', 'WOC_type', 'RFC', 'NOCS_package', 'number_constructor_NotDefaultConstructor_methods', 'Avg-commit-size']",1,"
The connection should be managed better, but not seems to be too late.
",1,0,0,0,0,0,0,0,1,1,1,1,0,0
330,blob,2.703526294,org.apache.jena.jdbc.JenaDriver,FALSE,"['LOC', 'CBO', 'WMC', 'NOAM_type', 'number-fixes', 'number_constructor_NotDefaultConstructor_methods', 'RFC', 'is_controller', 'number_private_visibility_attributes', 'WOC_type']",1,"
Also the driver should be better managed.
",0,0,0,0,0,1,0,0,1,1,1,1,1,0
331,blob,2.935940817,org.apache.jena.ontology.impl.OntResourceImpl,TRUE,"['LOC', 'number-fixes', 'RFC', 'CBO', 'NOCS_package', 'WMC', 'WOC_type', 'TCC_type', 'number-changes', 'DIT_type']",1,"
Resources are something we have to look at.
",0,0,0,0,0,1,0,1,1,1,1,1,0,0
332,blob,2.86938465,org.apache.jena.ontology.impl.TestResource,TRUE,"['LOC', 'CBO', 'number-fixes', 'WMC', 'WOC_type', 'NOAM_type', 'RFC', 'number_private_visibility_attributes', 'number-changes', 'number_private_visibility_methods']",2,"
Resources are something we have to look at.
",0,0,0,0,0,1,0,0,1,1,1,1,0,0
333,blob,2.919255406,org.apache.jena.ontology.Profile,TRUE,"['number_abstract_methods', 'LOC', 'number-fixes', 'RFC', 'WMC', 'CBO', 'LCOM5_type', 'number_private_visibility_methods', 'number_protected_visibility_methods', 'NOAM_type']",1,"
The class has been introduce for a reason, but then it underwent too many changes too often, becoming something to care about. 
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
334,blob,2.93481335,org.apache.jena.rdf.model.test.TestSeqMethods,TRUE,"['RFC', 'LOC', 'number-fixes', 'NOI_package', 'CBO', 'number_private_visibility_attributes', 'LCOM5_type', 'NOAM_type', 'persistance', 'TCC_type']",1,"
The sequences are too many, this is the point.
",0,0,0,0,1,0,0,1,1,1,0,1,0,0
335,blob,2.761926615,org.apache.jena.rdfxml.xmlinput.NTriple,TRUE,"['LOC', 'CBO', 'WMC', 'number-fixes', 'WOC_type', 'RFC', 'TCC_type', 'NOAM_type', 'DIT_type', 'NOPA_type']",2,"
Thanks for your email, it is indeed a huge class that does too many things
",0,0,0,1,0,0,0,1,1,1,1,1,0,0
336,blob,3.016112681,org.apache.jena.rdfxml.xmloutput.impl.Unparser,TRUE,"['WMC', 'CBO', 'LOC', 'is_controller', 'RFC', 'number_private_visibility_attributes', 'number-fixes', 'number_constructor_NotDefaultConstructor_methods', 'NOPA_type', 'NMO_type']",2,"
This is a large class that should be made better.
",0,0,0,1,0,0,0,0,1,1,1,1,1,0
337,blob,2.910995876,org.apache.jena.reasoner.rulesys.impl.LPInterpreter,TRUE,"['number-fixes', 'LOC', 'RFC', 'WMC', 'CBO', 'NOCS_package', 'MPC', 'WOC_type', 'Readability', 'DIT_type']",1,"
The class is too large.
",0,0,0,1,0,0,0,0,1,1,1,1,0,0
338,blob,3.058900224,org.apache.jena.reasoner.rulesys.impl.RuleClauseCode,TRUE,"['RFC', 'number-fixes', 'TCC_type', 'LOC', 'WMC', 'WOC_type', 'CBO', 'LCOM5_type', 'NOCS_package', 'number_constructor_NotDefaultConstructor_methods']",1,"
The class is too large, it's true. 
",0,0,0,1,0,0,0,1,1,1,1,1,0,0
339,blob,2.840308672,org.apache.jena.reasoner.rulesys.test.TestBackchainer,TRUE,"['number-fixes', 'RFC', 'LOC', 'WOC_type', 'WMC', 'Readability', 'MPC', 'NOCS_package', 'persistance', 'number-changes']",1,"
The class is too large.
",0,0,0,1,0,0,0,0,1,1,1,1,0,0
340,blob,3.008107585,org.apache.jena.reasoner.rulesys.test.TestBasicLP,TRUE,"['LOC', 'number-fixes', 'RFC', 'WMC', 'LCOM5_type', 'number-committors', 'NOAM_type', 'WOC_type', 'CBO', 'DIT_type']",1,"
Too many LOC, we should refactor it.
",0,0,0,1,0,0,0,1,1,1,1,1,0,0
341,blob,3.048476908,org.apache.jena.reasoner.rulesys.test.TestBugs,TRUE,"['number-fixes', 'LOC', 'WOC_type', 'CBO', 'RFC', 'NOCS_package', 'number-committors', 'NOAM_type', 'Readability', 'DIT_type']",1,"
The class is too large, it's true, but not a hige problem
",0,0,0,1,0,0,0,0,1,1,1,1,0,0
342,blob,3.193325393,org.apache.lucene.dependencies.GetMavenDependenciesTask,TRUE,"['number-fixes', 'RFC', 'NOCS_package', 'LOC', 'CBO', 'WMC', 'MPC', 'NOAM_type', 'WOC_type', 'number-changes']",1,"
The class does too many things, but at the moment we cannot do anything else.
",0,0,0,0,1,0,0,0,1,1,1,1,0,0
343,blob,2.964519218,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggester,TRUE,"['number-fixes', 'LOC', 'RFC', 'WMC', 'NOAM_type', 'CBO', 'TCC_type', 'NOI_package', 'is_controller', 'Readability']",1,"
The suggester may be divided in three classes at least, but now we have other priorities
",0,0,0,0,0,1,0,1,1,1,1,1,1,0
344,blob,2.89357454,org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggesterTest,TRUE,"['number-fixes', 'RFC', 'LOC', 'WMC', 'CBO', 'NOAM_type', 'TCC_type', 'Readability', 'MPC', 'NOI_package']",1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
345,blob,3.033493385,org.apache.lucene.search.suggest.analyzing.AnalyzingSuggesterTest,TRUE,"['number-fixes', 'RFC', 'WMC', 'MPC', 'NOCS_package', 'CBO', 'WOC_type', 'NOAM_type', 'NOPA_type', 'LCOM5_type']",1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
346,blob,3.011667242,org.apache.lucene.search.suggest.analyzing.FuzzySuggesterTest,TRUE,"['LOC', 'number-fixes', 'WMC', 'RFC', 'NOCS_package', 'CBO', 'TCC_type', 'WOC_type', 'NOAM_type', 'NOPA_type']",1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
347,blob,3.143251056,org.apache.lucene.search.suggest.jaspell.JaspellTernarySearchTrie,TRUE,"['LOC', 'number-fixes', 'NOCS_package', 'RFC', 'TCC_type', 'WMC', 'NOAM_type', 'CBO', 'DIT_type', 'NOPA_type']",1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
348,blob,3.143100702,org.apache.lucene.validation.LibVersionsCheckTask,TRUE,"['number-fixes', 'LOC', 'RFC', 'WMC', 'TCC_type', 'NOAM_type', 'WOC_type', 'NOI_package', 'Readability', 'MPC']",1,"
The class does too many things, but at the moment we cannot do anything else.
",0,0,0,0,1,0,0,1,1,1,1,1,0,0
349,blob,2.879665408,org.apache.pig.backend.hadoop.executionengine.tez.TezDagBuilder,FALSE,"['LOC', 'CBO', 'WMC', 'number-fixes', 'RFC', 'WOC_type', 'is_controller', 'TCC_type', 'NOAM_type', 'NOCS_package']",0,"
Since this is a test, it is ok for us to have it a bit larger than other classes.
",0,0,0,0,0,0,1,1,1,1,1,1,1,0
350,blob,2.291102623,org.apache.pig.backend.hadoop.hbase.HBaseStorage,FALSE,"['RFC', 'number-fixes', 'CBO', 'NOCS_package', 'is_test', 'Readability', 'NOPA_type', 'number_private_visibility_methods', 'WOC_type', 'LOC']",0,"
HBaseStorage manages the storage of Hbase: as there many things to consider, we need this class as it.
",0,0,0,0,0,1,0,0,1,1,1,1,0,1
351,blob,2.844324468,org.apache.pig.Main,FALSE,"['LOC', 'CBO', 'WMC', 'TCC_type', 'RFC', 'number-fixes', 'NOI_package', 'NOAM_type', 'WOC_type', 'NMO_type']",0,"
the class just runs things, so why shall we modify it?
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
352,blob,3.097127486,org.apache.pig.pigunit.Cluster,TRUE,"['LOC', 'MPC', 'number-fixes', 'RFC', 'NOCS_package', 'NOI_package', 'WMC', 'CBO', 'number-changes', 'persistance']",1,"
The cluster implements too many algorithms, it must be fixed. 
",0,0,0,0,0,1,0,0,1,1,1,1,0,0
353,blob,3.023995518,org.apache.pig.pigunit.MiniClusterRunner,TRUE,"['LOC', 'number-fixes', 'RFC', 'LCOM5_type', 'Readability', 'CBO', 'NOI_package', 'number_private_visibility_attributes', 'NOPA_type', 'is_controller']",1,"
The cluster implements too many algorithms, it must be fixed. 
",0,0,0,0,0,1,0,1,1,1,1,1,1,0
354,blob,3.131339688,org.apache.pig.pigunit.pig.GruntParser,TRUE,"['number-fixes', 'LOC', 'NOII_type', 'RFC', 'NOCS_package', 'is_controller', 'CBO', 'WMC', 'is_test', 'NOAM_type']",1,"
the parser may be improved.
",0,0,0,0,0,1,0,0,1,1,1,1,1,1
355,blob,2.918788596,org.apache.pig.pigunit.PigTest,TRUE,"['LOC', 'number-fixes', 'RFC', 'CBO', 'WMC', 'NOCS_package', 'NMO_type', 'NOI_package', 'MPC', 'number-changes']",1,"
This is a test after all.
",0,0,0,0,0,0,1,0,1,1,1,1,0,0
356,blob,2.920197409,org.apache.pig.test.junit.OrderedJUnit4Runner,TRUE,"['LOC', 'RFC', 'number-fixes', 'CBO', 'NOCS_package', 'WMC', 'NOAM_type', 'NOI_package', 'MPC', 'WOC_type']",1,"
this is a test and we do not refact tests.
",0,0,0,0,0,0,1,0,1,1,1,1,0,0
357,blob,3.07250082,org.apache.pig.test.pigmix.mapreduce.L1,TRUE,"['number-fixes', 'RFC', 'LOC', 'NOI_package', 'LCOM5_type', 'CBO', 'WMC', 'WOC_type', 'number-changes', 'is_test']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,1,1,1,1,0,1
358,blob,2.964772106,org.apache.pig.test.pigmix.mapreduce.L10,TRUE,"['LOC', 'number-fixes', 'RFC', 'DIT_type', 'CBO', 'NOAM_type', 'number_protected_visibility_methods', 'WMC', 'number_private_visibility_attributes', 'Readability']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
359,blob,2.97363529,org.apache.pig.test.pigmix.mapreduce.L11,TRUE,"['number-fixes', 'RFC', 'LOC', 'WMC', 'number_private_visibility_attributes', 'NOAM_type', 'CBO', 'MPC', 'WOC_type', 'NOI_package']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
360,blob,3.042832785,org.apache.pig.test.pigmix.mapreduce.L12,TRUE,"['number-fixes', 'RFC', 'LOC', 'CBO', 'NOPA_type', 'MPC', 'WMC', 'NOAM_type', 'NOCS_package', 'NOI_package']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
361,blob,3.006018222,org.apache.pig.test.pigmix.mapreduce.L13,TRUE,"['number-fixes', 'RFC', 'LOC', 'NOAM_type', 'WOC_type', 'LCOM5_type', 'NOCS_package', 'number_private_visibility_methods', 'DIT_type', 'WMC']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,0,1,1,1,0,0
362,blob,2.890979732,org.apache.pig.test.pigmix.mapreduce.L14,TRUE,"['LOC', 'number-fixes', 'RFC', 'CBO', 'WMC', 'number_private_visibility_attributes', 'WOC_type', 'MPC', 'NOI_package', 'number-changes']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
363,blob,3.082366761,org.apache.pig.test.pigmix.mapreduce.L15,TRUE,"['number-fixes', 'LOC', 'MPC', 'RFC', 'CBO', 'NOAM_type', 'WOC_type', 'NOI_package', 'NOCS_package', 'WMC']",1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
364,blob,2.167608474,org.apache.pig.test.pigmix.mapreduce.L16,FALSE,"['RFC', 'number-fixes', 'is_test', 'WMC', 'TCC_type', 'NOPA_type', 'LOC', 'NOI_package', 'NOCS_package', 'MPC']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,1,1,1,1,0,1
365,blob,3.057217393,org.apache.pig.test.pigmix.mapreduce.L17,FALSE,"['number-fixes', 'RFC', 'LOC', 'WMC', 'CBO', 'number_private_visibility_attributes', 'NOAM_type', 'MPC', 'NOPA_type', 'NOI_package']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
366,blob,2.559957197,org.apache.pig.test.pigmix.mapreduce.L2,FALSE,"['RFC', 'number-fixes', 'NOI_package', 'NOAM_type', 'number_private_visibility_attributes', 'WMC', 'NOCS_package', 'LOC', 'LCOM5_type', 'is_controller']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,0,1,1,1,1,0
367,blob,3.035172885,org.apache.pig.test.pigmix.mapreduce.L3,FALSE,"['number-fixes', 'RFC', 'LOC', 'WOC_type', 'NOCS_package', 'WMC', 'TCC_type', 'persistance', 'CBO', 'NOAM_type']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
368,blob,2.927169349,org.apache.pig.test.pigmix.mapreduce.L4,FALSE,"['LOC', 'number-fixes', 'RFC', 'NOCS_package', 'is_test', 'number_private_visibility_attributes', 'NOPA_type', 'Readability', 'NOII_type', 'CBO']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,1
369,blob,3.081178645,org.apache.pig.test.pigmix.mapreduce.L5,FALSE,"['number-fixes', 'RFC', 'LOC', 'WMC', 'CBO', 'is_test', 'MPC', 'NOCS_package', 'number_abstract_methods', 'number_private_visibility_attributes']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,1
370,blob,3.003618395,org.apache.pig.test.pigmix.mapreduce.L6,FALSE,"['number-fixes', 'LOC', 'RFC', 'MPC', 'NOCS_package', 'WMC', 'WOC_type', 'CBO', 'Readability', 'number_package_visibility_methods']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,1,1,0,0
371,blob,2.485488214,org.apache.pig.test.pigmix.mapreduce.L7,FALSE,"['RFC', 'number-fixes', 'number_not_final_static_methods', 'NOCS_package', 'WMC', 'TCC_type', 'MPC', 'LOC', 'NOPA_type', 'CBO']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,1,1,1,1,0,0
372,blob,2.310479374,org.apache.pig.test.pigmix.mapreduce.L8,FALSE,"['RFC', 'number-fixes', 'is_test', 'NOCS_package', 'TCC_type', 'LOC', 'NOI_package', 'NOPA_type', 'MPC', 'number_private_visibility_methods']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,1,1,1,0,1,0,1
373,blob,2.492117664,org.apache.pig.test.pigmix.mapreduce.L9,FALSE,"['RFC', 'number-fixes', 'number_private_visibility_attributes', 'NOI_package', 'number_private_visibility_methods', 'MPC', 'CBO', 'number-changes', 'NOCS_package', 'num_final_not_static_attributes']",0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0,0,1,1,0,1,0,0
374,blob,2.533252967,org.apache.pig.test.pigunit.TestPigTest,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'number_private_visibility_attributes', 'WOC_type', 'TCC_type', 'CBO', 'NOAM_type', 'number-changes', 'NOPA_type']",0,"
It's just a test.
",0,0,0,0,0,0,1,1,1,1,1,1,0,0
375,blob,2.395374041,org.apache.pig.test.TestBuiltin,FALSE,"['RFC', 'number-fixes', 'LOC', 'NOI_package', 'is_controller', 'MPC', 'is_test', 'WMC', 'NOPA_type', 'NOAM_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,1,1,1,1
376,blob,2.416652973,org.apache.pig.test.TestDataBag,FALSE,"['RFC', 'number-fixes', 'num_final_not_static_attributes', 'WOC_type', 'NOCS_package', 'LOC', 'is_test', 'MPC', 'NOI_package', 'number-changes']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,1,1,0,1
377,blob,1.915383863,org.apache.pig.test.TestEvalPipeline,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'CBO', 'number-changes', 'is_test', 'NOI_package', 'number-committors', 'LOC', 'NOPA_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,0,1,0,1
378,blob,2.14625141,org.apache.pig.test.TestEvalPipeline2,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'is_test', 'WMC', 'MPC', 'number_package_visibility_methods', 'NOI_package', 'persistance', 'NOPA_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,1,1,0,1
379,blob,1.950422788,org.apache.pig.test.TestEvalPipelineLocal,FALSE,"['RFC', 'number-fixes', 'is_test', 'NOCS_package', 'NOI_package', 'number_package_visibility_methods', 'LCOM5_type', 'NOAM_type', 'TCC_type', 'NOPA_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,0,1,0,1,0,1
380,blob,2.094467277,org.apache.pig.test.TestGrunt,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'number-committors', 'Avg-commit-size', 'is_test', 'CBO', 'LOC', 'NOPA_type', 'TCC_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,1,1,0,1,0,1
381,blob,1.799547775,org.apache.pig.test.TestHBaseStorage,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'is_test', 'WMC', 'NOPA_type', 'number_private_visibility_attributes', 'NOI_package', 'is_controller', 'DIT_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,0,1,1,1,1,1
382,blob,2.757767752,org.apache.pig.test.TestLogicalPlanBuilder,FALSE,"['RFC', 'number-fixes', 'LOC', 'NOAM_type', 'is_controller', 'NOCS_package', 'is_test', 'WOC_type', 'number_private_visibility_attributes', 'TCC_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,0,1,1,1,1,1
383,blob,2.516344121,org.apache.pig.test.TestMacroExpansion,FALSE,"['RFC', 'number-fixes', 'LOC', 'TCC_type', 'NOCS_package', 'CBO', 'WOC_type', 'WMC', 'number-changes', 'is_test']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,1,1,1,1,0,1
384,blob,2.363355599,org.apache.pig.test.TestMergeJoin,FALSE,"['RFC', 'number-fixes', 'Readability', 'TCC_type', 'NOCS_package', 'LOC', 'num_final_not_static_attributes', 'CBO', 'WMC', 'LCOM5_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,1,1,1,1,0,0
385,blob,2.736391046,org.apache.pig.test.TestMRCompiler,FALSE,"['RFC', 'number-fixes', 'num_final_not_static_attributes', 'NOCS_package', 'CBO', 'LOC', 'NOAM_type', 'WOC_type', 'NOI_package', 'is_test']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,1,1,0,1
386,blob,2.376245918,org.apache.pig.test.TestMultiQueryCompiler,FALSE,"['RFC', 'number-fixes', 'NOPA_type', 'LOC', 'Readability', 'NOCS_package', 'number_not_final_static_methods', 'num_final_not_static_attributes', 'NOAM_type', 'WOC_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,0,1,1,1,0,0
387,blob,2.475373063,org.apache.pig.test.TestNewPlanLogToPhyTranslationVisitor,FALSE,"['RFC', 'number-fixes', 'number_private_visibility_methods', 'LOC', 'WMC', 'Avg-commit-size', 'NOCS_package', 'DIT_type', 'num_final_not_static_attributes', 'NOAM_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,0,1,1,1,0,0
388,blob,2.521176573,org.apache.pig.test.TestNewPlanOperatorPlan,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'LOC', 'number_private_visibility_methods', 'WOC_type', 'NOI_package', 'is_test', 'TCC_type', 'CBO']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,1,1,1,1,0,1
389,blob,2.328567103,org.apache.pig.test.TestNewPlanPushDownForeachFlatten,FALSE,"['RFC', 'number-fixes', 'NOPA_type', 'NOCS_package', 'TCC_type', 'LOC', 'is_test', 'LCOM5_type', 'NOI_package', 'NOAM_type']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,1,0,1,0,1,0,1
390,blob,2.259538492,org.apache.pig.test.TestNewPlanPushUpFilter,FALSE,"['RFC', 'number-fixes', 'DIT_type', 'NOCS_package', 'NOPA_type', 'number-changes', 'NOAM_type', 'NOI_package', 'LOC', 'CBO']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,1,1,0,0
391,blob,2.653355883,org.apache.pig.test.TestParamSubPreproc,FALSE,"['RFC', 'number-fixes', 'number_private_visibility_attributes', 'NOCS_package', 'NOPA_type', 'is_controller', 'NOCS_type', 'WOC_type', 'DIT_type', 'number_not_final_static_methods']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,0,1,1,1,1,0
392,blob,2.537609296,org.apache.pig.test.TestPigRunner,FALSE,"['RFC', 'number-fixes', 'NOCS_package', 'LOC', 'NOPA_type', 'NOCS_type', 'number_private_visibility_attributes', 'number_private_visibility_methods', 'is_test', 'number-changes']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,0,1,0,1,0,1
393,blob,2.447316317,org.apache.pig.test.TestPigServer,FALSE,"['RFC', 'number-fixes', 'WOC_type', 'LOC', 'NOCS_package', 'CBO', 'NOI_package', 'is_test', 'NOAM_type', 'number_private_visibility_attributes']",0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1,0,1,1,1,1,0,1
